campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,ctr,conversion_rate,roas_calc
350042,Festival Offer,2024-11-01,All,Email,5538,362,51,2486.88,9687.96,2.2,0.0653665583243048,0.1408839779005525,3.895628257093225
675128,Flash Sale,2024-11-01,New Users,App,8141,828,37,4123.86,3539.73,2.47,0.10170740695246284,0.04468599033816425,0.8583535813533922
439725,Membership Drive,2024-11-01,Inactive,SMS,4249,945,87,1330.62,3115.55,3.59,0.22240527182866557,0.09206349206349207,2.3414273045647898
39545,Category Promotion,2024-11-01,All,SMS,1489,317,95,2527.82,9966.89,3.03,0.21289456010745467,0.2996845425867508,3.942879635417078
473315,App Push Notification,2024-11-01,New Users,Email,5817,987,53,4371.4,5119.87,2.07,0.16967509025270758,0.05369807497467072,1.171219746534291
789925,Email Campaign,2024-11-01,Inactive,Email,9893,751,88,3569.0,6649.77,2.23,0.0759122611947842,0.11717709720372836,1.863202577752872
249657,Referral Program,2024-11-01,All,Email,6898,977,15,4874.26,3343.94,2.82,0.1416352565961148,0.015353121801432957,0.6860405476933934
795261,New User Discount,2024-10-31,New Users,Email,7876,977,73,1813.53,6438.12,3.73,0.12404773996952768,0.07471852610030706,3.5500487998544275
601445,Weekend Special,2024-10-31,Inactive,SMS,5624,386,70,3572.92,5202.67,1.96,0.06863442389758179,0.18134715025906736,1.4561395161380608
830587,Festival Offer,2024-10-31,Inactive,App,1081,662,47,2001.9,3301.92,3.52,0.6123959296947271,0.07099697885196375,1.6493930765772515
706750,Flash Sale,2024-10-31,Premium,App,4511,338,27,1645.66,2073.23,2.57,0.07492795389048991,0.07988165680473373,1.2598167300657486
584256,Membership Drive,2024-10-31,Inactive,SMS,1810,750,44,1279.23,5722.42,2.73,0.4143646408839779,0.058666666666666666,4.473331613548775
886076,Category Promotion,2024-10-31,Premium,SMS,3930,591,25,4678.74,5102.75,1.78,0.150381679389313,0.04230118443316413,1.090624826342135
855895,App Push Notification,2024-10-31,Premium,Email,8796,873,86,2339.85,3999.7,2.98,0.09924965893587995,0.09851088201603665,1.709383080111973
514715,Email Campaign,2024-10-31,New Users,App,2341,369,38,2721.86,2480.73,3.48,0.15762494660401538,0.10298102981029811,0.9114098447385244
741376,Referral Program,2024-10-31,Premium,Email,9694,799,32,3162.72,8424.83,2.48,0.0824221167732618,0.04005006257822278,2.6637925583042446
347837,New User Discount,2024-10-30,All,Email,8433,551,97,2510.51,7701.36,3.8,0.06533855093086684,0.17604355716878403,3.0676476094498724
358482,Weekend Special,2024-10-30,New Users,App,4788,628,76,2603.2,2979.58,3.95,0.1311612364243943,0.12101910828025478,1.1445835894283958
510301,Festival Offer,2024-10-30,All,App,5744,207,47,1966.98,3566.39,2.67,0.03603760445682451,0.22705314009661837,1.813129772544713
258760,Flash Sale,2024-10-30,New Users,App,4130,779,89,1741.85,5487.39,1.56,0.18861985472154963,0.11424903722721438,3.150322932514281
678723,Membership Drive,2024-10-30,Inactive,SMS,7316,950,54,1650.8,5407.95,2.13,0.1298523783488245,0.056842105263157895,3.2759571117034163
490727,Category Promotion,2024-10-30,Premium,SMS,7583,501,30,4937.7,8031.55,1.93,0.0660688381906897,0.059880239520958084,1.6265771513052636
378426,App Push Notification,2024-10-30,Premium,App,2155,719,70,2233.21,6322.5,3.82,0.3336426914153132,0.09735744089012517,2.8311264950452486
158279,Email Campaign,2024-10-30,New Users,Email,3245,443,30,1970.09,8773.38,3.74,0.13651771956856704,0.06772009029345373,4.453288936038454
57394,Referral Program,2024-10-30,All,App,3328,377,75,3212.25,3778.57,1.74,0.11328125,0.1989389920424403,1.1763001011751888
633088,New User Discount,2024-10-29,Premium,Email,3832,930,26,2133.42,3655.75,2.51,0.24269311064718163,0.02795698924731183,1.7135631989950408
827451,Weekend Special,2024-10-29,All,SMS,6494,422,30,2744.72,4665.13,3.49,0.06498306128734216,0.07109004739336493,1.6996742837156433
221166,Festival Offer,2024-10-29,New Users,Email,2851,712,99,1415.72,7808.19,3.09,0.24973693440897932,0.13904494382022473,5.515349080326618
581436,Flash Sale,2024-10-29,Premium,App,2489,543,54,1101.24,8701.2,3.65,0.21815990357573323,0.09944751381215469,7.901274926446551
399972,Membership Drive,2024-10-29,All,Email,5187,741,58,1185.35,2169.17,3.73,0.14285714285714285,0.07827260458839407,1.8299827055300124
467912,Category Promotion,2024-10-29,All,SMS,3949,486,87,4568.63,9613.16,1.87,0.12306913142567738,0.17901234567901234,2.1041668946708314
928724,App Push Notification,2024-10-29,New Users,Email,8668,660,36,3904.68,2757.27,3.05,0.07614213197969544,0.05454545454545454,0.7061449337717816
639165,Email Campaign,2024-10-29,Inactive,SMS,1771,226,98,2154.4,8055.52,1.74,0.12761151891586675,0.4336283185840708,3.7391013739324173
270413,Referral Program,2024-10-29,All,Email,1377,278,43,2165.16,4371.9,3.85,0.2018881626724764,0.15467625899280577,2.019204123482791
652845,New User Discount,2024-10-28,All,SMS,4258,162,45,2098.74,8237.05,2.49,0.0380460310004697,0.2777777777777778,3.924759617675367
159675,Weekend Special,2024-10-28,Inactive,Email,2239,183,85,1183.89,9661.81,3.17,0.08173291648057168,0.4644808743169399,8.16107070758263
89176,Festival Offer,2024-10-28,All,SMS,1666,508,20,3586.46,3395.18,3.25,0.304921968787515,0.03937007874015748,0.946666071836853
294030,Flash Sale,2024-10-28,Inactive,App,1679,965,57,1452.05,6109.1,3.05,0.574746873138773,0.05906735751295337,4.207224269136738
448860,Membership Drive,2024-10-28,New Users,Email,2775,396,33,4290.98,8723.84,2.1,0.14270270270270272,0.08333333333333333,2.033064707828981
618403,Category Promotion,2024-10-28,Inactive,App,1153,198,99,3455.94,4935.65,1.84,0.1717259323503903,0.5,1.428164262111032
795975,App Push Notification,2024-10-28,Inactive,SMS,6100,642,66,3409.53,9276.19,2.56,0.10524590163934426,0.102803738317757,2.720665311641194
453312,Email Campaign,2024-10-28,New Users,App,1618,301,32,3165.37,7731.79,2.61,0.18603213844252164,0.10631229235880399,2.442618082562228
468423,Referral Program,2024-10-28,New Users,Email,1927,298,96,2617.58,9553.44,3.03,0.15464452516865596,0.3221476510067114,3.64972226254785
359366,New User Discount,2024-10-27,All,Email,1685,999,46,1055.61,4223.44,1.55,0.5928783382789318,0.04604604604604605,4.000947319559307
69903,Weekend Special,2024-10-27,Inactive,App,1085,706,41,4118.41,3837.05,2.72,0.6506912442396313,0.05807365439093484,0.9316823725661117
613932,Festival Offer,2024-10-27,Premium,App,4726,709,59,3577.71,3104.01,1.94,0.15002115954295386,0.08321579689703808,0.8675968706239466
992886,Flash Sale,2024-10-27,Premium,Email,9194,537,42,2925.63,3760.51,1.66,0.05840765716771808,0.0782122905027933,1.2853675960391437
380809,Membership Drive,2024-10-27,Inactive,Email,3122,496,84,2365.57,2572.69,3.47,0.15887251761691223,0.1693548387096774,1.0875560647116762
509178,Category Promotion,2024-10-27,Premium,Social Media,6487,644,48,3457.17,2472.34,1.62,0.09927547402497303,0.07453416149068323,0.7151340547326281
794495,App Push Notification,2024-10-27,New Users,App,3049,634,58,2093.96,7406.66,2.9,0.20793702853394555,0.0914826498422713,3.5371544824160916
880379,Email Campaign,2024-10-27,All,App,2399,335,41,4785.81,9369.74,2.39,0.13964151729887453,0.12238805970149254,1.9578169630637237
561555,Referral Program,2024-10-27,All,Social Media,4881,102,89,4549.44,8205.53,1.93,0.02089735709895513,0.8725490196078431,1.803635172680594
530223,New User Discount,2024-10-26,Inactive,App,8865,176,27,1137.88,6799.15,2.54,0.01985335589396503,0.1534090909090909,5.975278588251836
495008,Weekend Special,2024-10-26,Premium,SMS,7698,120,100,4992.5,3353.4,2.3,0.01558846453624318,0.8333333333333334,0.6716875312969455
565307,Festival Offer,2024-10-26,Premium,SMS,1600,241,72,4917.53,7945.34,1.82,0.150625,0.2987551867219917,1.6157176468674315
842270,Flash Sale,2024-10-26,Inactive,SMS,9800,758,53,3310.25,8683.82,2.47,0.0773469387755102,0.06992084432717678,2.6233124386375652
737765,Membership Drive,2024-10-26,New Users,SMS,9214,909,48,3400.97,9608.9,3.65,0.09865422183633601,0.052805280528052806,2.8253410056542694
521471,Category Promotion,2024-10-26,All,SMS,2315,704,100,4403.4,9400.79,3.16,0.3041036717062635,0.14204545454545456,2.1348934913930147
42263,App Push Notification,2024-10-26,Inactive,Email,1723,258,81,1558.93,8570.27,2.02,0.1497388276262333,0.313953488372093,5.4975335646886005
664981,Email Campaign,2024-10-26,New Users,Social Media,1002,705,63,3599.79,4311.79,4.0,0.7035928143712575,0.08936170212765958,1.1977893154878478
887586,Referral Program,2024-10-26,Inactive,Social Media,3797,149,50,3393.94,6539.92,3.45,0.03924150645246247,0.33557046979865773,1.9269403701892196
408371,New User Discount,2024-10-25,New Users,App,7239,579,61,4575.26,6288.51,3.88,0.079983423124741,0.10535405872193437,1.3744595935531532
993186,Weekend Special,2024-10-25,Premium,Email,2258,513,75,2383.71,5454.96,2.39,0.22719220549158547,0.14619883040935672,2.2884327372037707
762331,Festival Offer,2024-10-25,Inactive,App,5882,577,19,4474.48,4596.52,2.79,0.09809588575314519,0.03292894280762565,1.027274677727915
209173,Flash Sale,2024-10-25,Premium,Email,8130,137,18,1715.46,9959.51,2.33,0.016851168511685118,0.13138686131386862,5.805737236659555
903905,Membership Drive,2024-10-25,Inactive,App,6268,973,15,3117.62,8722.31,2.13,0.15523292916400766,0.015416238437821172,2.797746357798577
668975,Category Promotion,2024-10-25,New Users,App,5437,972,80,4583.85,7105.69,1.59,0.17877505977561156,0.0823045267489712,1.5501576185957218
680570,App Push Notification,2024-10-25,Inactive,Email,7010,202,34,1599.34,7806.21,2.99,0.028815977175463622,0.16831683168316833,4.88089461903035
192501,Email Campaign,2024-10-25,Inactive,Email,4970,343,53,1947.23,9461.87,3.41,0.06901408450704226,0.15451895043731778,4.859143501281308
982430,Referral Program,2024-10-25,Premium,Email,5429,795,82,2842.37,4914.0,2.81,0.14643580769939216,0.10314465408805032,1.7288389618522573
698056,New User Discount,2024-10-24,All,App,3144,877,18,3704.05,3732.06,2.59,0.2789440203562341,0.020524515393386546,1.0075619929536588
941069,Weekend Special,2024-10-24,New Users,Social Media,5133,389,70,2318.95,4311.21,2.18,0.07578414182739139,0.17994858611825193,1.8591215852001985
602540,Festival Offer,2024-10-24,Inactive,App,6569,620,64,3218.48,2901.45,2.69,0.09438270665245851,0.1032258064516129,0.9014969799408415
575585,Flash Sale,2024-10-24,Inactive,App,8501,258,57,2437.64,8650.4,2.45,0.030349370662275027,0.22093023255813954,3.5486782297632136
552893,Membership Drive,2024-10-24,Inactive,Social Media,9012,259,38,1598.76,2093.56,2.33,0.028739458499778072,0.14671814671814673,1.309489854637344
882671,Category Promotion,2024-10-24,Inactive,Email,7685,540,47,2199.05,4937.69,1.83,0.07026675341574495,0.08703703703703704,2.2453741388326773
729422,App Push Notification,2024-10-24,Inactive,Social Media,1753,984,16,4052.53,6151.03,1.59,0.5613234455219623,0.016260162601626018,1.5178246675533553
315890,Email Campaign,2024-10-24,New Users,SMS,7736,953,70,2749.84,5113.71,3.28,0.12319027921406411,0.07345225603357818,1.8596391062752742
242619,Referral Program,2024-10-24,Inactive,Social Media,3112,391,48,4882.83,3755.92,3.74,0.1256426735218509,0.12276214833759591,0.7692096591525817
457841,New User Discount,2024-10-23,New Users,SMS,8261,557,54,2599.3,3748.91,1.63,0.06742525118024452,0.09694793536804308,1.4422767668218366
334424,Weekend Special,2024-10-23,Inactive,SMS,6370,604,70,3516.78,2866.2,3.1,0.09481946624803768,0.11589403973509933,0.8150069097299233
489132,Festival Offer,2024-10-23,New Users,Social Media,4553,469,12,2363.94,6845.16,2.18,0.10300900505161432,0.0255863539445629,2.8956572501840148
554438,Flash Sale,2024-10-23,All,Social Media,7358,367,41,2165.36,2312.68,3.34,0.04987768415330253,0.11171662125340599,1.068034876417778
204191,Membership Drive,2024-10-23,All,Social Media,9385,492,43,1921.19,9824.3,3.58,0.052424080980287696,0.08739837398373984,5.113653516830714
586930,Category Promotion,2024-10-23,Inactive,Social Media,7577,598,15,2804.3,9402.79,3.65,0.07892305661871453,0.02508361204013378,3.352990050993118
814199,App Push Notification,2024-10-23,New Users,SMS,8240,341,50,4191.03,6688.85,2.37,0.04138349514563107,0.1466275659824047,1.5959919160683653
871629,Email Campaign,2024-10-23,All,App,2233,547,27,4199.36,5655.15,3.56,0.24496193461710702,0.04936014625228519,1.3466694924940943
697944,Referral Program,2024-10-23,Inactive,App,4653,188,51,2303.42,4678.46,3.09,0.04040404040404041,0.2712765957446808,2.03109289664933
776669,New User Discount,2024-10-22,Inactive,App,6516,252,34,4332.69,7080.93,3.26,0.03867403314917127,0.1349206349206349,1.63430340042791
845527,Weekend Special,2024-10-22,Inactive,Social Media,9587,810,77,1323.74,3364.59,1.71,0.08448941274642745,0.09506172839506173,2.541730249142581
932133,Festival Offer,2024-10-22,All,Email,6955,317,78,3341.07,5741.39,3.73,0.045578720345075485,0.24605678233438485,1.7184285273879327
130164,Flash Sale,2024-10-22,Premium,Social Media,6347,665,75,3934.71,4725.54,1.63,0.10477390893335434,0.11278195488721804,1.2009881287312152
547470,Membership Drive,2024-10-22,Premium,SMS,9964,465,33,2695.95,3392.76,3.53,0.046668004817342436,0.07096774193548387,1.2584654759917655
530361,Category Promotion,2024-10-22,Inactive,Email,8285,530,29,3909.95,5650.29,2.03,0.06397103198551599,0.05471698113207547,1.4451054361308968
181070,App Push Notification,2024-10-22,Inactive,SMS,7265,110,22,2495.46,8618.53,1.94,0.015141087405368204,0.2,3.4536838899441387
27596,Email Campaign,2024-10-22,Premium,Social Media,2648,898,24,3747.0,7410.91,2.99,0.3391238670694864,0.026726057906458798,1.977824926607953
518109,Referral Program,2024-10-22,Premium,SMS,3803,207,42,1671.16,5232.93,3.47,0.05443071259531949,0.2028985507246377,3.131315972139113
980545,New User Discount,2024-10-21,Premium,SMS,6378,149,31,4974.32,9771.12,1.73,0.023361555346503606,0.2080536912751678,1.964312710078966
963463,Weekend Special,2024-10-21,New Users,Email,8974,479,39,1741.34,7019.71,2.03,0.05337642077111656,0.081419624217119,4.031211595667704
362162,Festival Offer,2024-10-21,Premium,SMS,4976,562,79,1855.65,2736.38,3.13,0.11294212218649517,0.14056939501779359,1.4746207528359334
837030,Flash Sale,2024-10-21,All,SMS,9348,397,30,4546.79,8518.37,3.77,0.04246897732135216,0.07556675062972293,1.873490968353498
533144,Membership Drive,2024-10-21,Inactive,App,7432,627,23,1618.63,8290.49,3.9,0.08436490850376749,0.03668261562998405,5.1219179182394985
942737,Category Promotion,2024-10-21,Premium,SMS,9433,593,61,1670.95,5415.89,1.99,0.06286441217004135,0.10286677908937605,3.2412041054489964
8328,App Push Notification,2024-10-21,All,Email,3212,747,63,3964.61,7024.84,2.44,0.2325653798256538,0.08433734939759036,1.7718867681814856
446559,Email Campaign,2024-10-21,All,Email,4395,786,53,1766.03,4554.83,1.68,0.178839590443686,0.06743002544529263,2.579135122279916
929421,Referral Program,2024-10-21,All,Social Media,7680,829,81,1652.23,2181.47,3.94,0.10794270833333333,0.097708082026538,1.3203185997106939
415106,New User Discount,2024-10-20,All,SMS,5143,930,88,4882.61,2535.36,1.71,0.1808283103247132,0.09462365591397849,0.5192632628860385
38153,Weekend Special,2024-10-20,All,App,7842,559,20,1927.22,8434.35,2.15,0.07128283601122162,0.03577817531305903,4.376433411857494
523833,Festival Offer,2024-10-20,All,SMS,9486,347,43,1686.15,5813.55,3.61,0.03658022348724436,0.1239193083573487,3.447824926607953
170461,Flash Sale,2024-10-20,New Users,SMS,2952,393,38,4037.84,4531.27,3.74,0.133130081300813,0.09669211195928754,1.1222014740554356
109449,Membership Drive,2024-10-20,Premium,App,8414,748,63,2195.8,3019.02,2.4,0.08889945329213216,0.08422459893048129,1.3749066399489933
687130,Category Promotion,2024-10-20,All,Email,4330,822,31,1104.8,6592.8,2.55,0.18983833718244802,0.037712895377128956,5.96741491672701
479853,App Push Notification,2024-10-20,Premium,SMS,6870,227,92,4219.18,4713.09,2.5,0.03304221251819505,0.4052863436123348,1.1170630312051157
683250,Email Campaign,2024-10-20,Inactive,Email,8382,926,37,1921.49,6651.93,2.88,0.11047482701026008,0.03995680345572354,3.4618603271419577
794159,Referral Program,2024-10-20,Inactive,Social Media,3200,998,79,1614.98,4026.68,2.57,0.311875,0.07915831663326653,2.4933311867639225
593428,New User Discount,2024-10-19,New Users,SMS,1554,121,97,2667.73,6000.11,3.88,0.07786357786357787,0.8016528925619835,2.2491444036690367
579105,Weekend Special,2024-10-19,New Users,Social Media,7754,920,41,2335.89,4374.42,3.55,0.11864843951508898,0.04456521739130435,1.8726994849928722
494867,Festival Offer,2024-10-19,New Users,Social Media,4586,977,87,2372.56,3816.48,3.11,0.21303968600087222,0.08904810644831115,1.6085915635431771
972242,Flash Sale,2024-10-19,New Users,App,2553,551,51,4591.88,6236.89,2.52,0.21582452017234627,0.0925589836660617,1.3582432467747416
762572,Membership Drive,2024-10-19,All,Social Media,6285,971,52,3257.45,2757.61,1.98,0.15449482895783612,0.053553038105046344,0.8465548204884189
736483,Category Promotion,2024-10-19,Premium,Email,8086,938,23,4006.13,8109.27,3.31,0.11600296809300024,0.024520255863539446,2.0242153899149553
822872,App Push Notification,2024-10-19,Inactive,SMS,3595,244,72,3807.41,4183.31,2.13,0.0678720445062587,0.29508196721311475,1.0987285319941904
444700,Email Campaign,2024-10-19,New Users,App,3648,917,65,1167.11,9601.21,3.35,0.2513706140350877,0.07088331515812432,8.226482508075502
382659,Referral Program,2024-10-19,Premium,App,6139,355,77,4850.15,5703.32,3.53,0.05782700765597003,0.21690140845070421,1.1759058998175314
911817,New User Discount,2024-10-18,New Users,App,2358,459,76,3039.4,3814.89,1.78,0.1946564885496183,0.1655773420479303,1.2551457524511416
977198,Weekend Special,2024-10-18,Premium,Social Media,1311,828,21,3593.2,8054.46,1.84,0.631578947368421,0.025362318840579712,2.2415841033062454
338461,Festival Offer,2024-10-18,Inactive,App,8837,717,85,2017.25,6910.97,3.49,0.08113613217155143,0.11854951185495119,3.425936299417524
490083,Flash Sale,2024-10-18,New Users,App,8394,490,95,1419.59,2756.89,3.38,0.05837502978317846,0.19387755102040816,1.942032558696525
538898,Membership Drive,2024-10-18,New Users,App,1025,971,57,1872.13,3381.51,3.61,0.9473170731707317,0.05870236869207003,1.806236746379792
570365,Category Promotion,2024-10-18,Inactive,Social Media,5313,591,76,1187.93,7750.31,2.17,0.11123658949745906,0.12859560067681894,6.524214389736769
71028,App Push Notification,2024-10-18,Inactive,App,9195,547,39,3435.03,9024.93,3.14,0.05948885263730288,0.0712979890310786,2.6273220321219903
914119,Email Campaign,2024-10-18,New Users,Email,7683,319,37,4746.76,5034.95,3.8,0.04152023948978264,0.11598746081504702,1.0607129915984796
277306,Referral Program,2024-10-18,Premium,Social Media,2064,390,12,1312.97,4952.09,1.65,0.18895348837209303,0.03076923076923077,3.7716703351942544
992859,New User Discount,2024-10-17,Inactive,SMS,6077,157,29,4324.59,3798.75,3.78,0.02583511601118973,0.18471337579617833,0.8784069703717577
38680,Weekend Special,2024-10-17,Premium,App,6986,769,13,2756.39,3006.93,2.15,0.11007729745204695,0.016905071521456438,1.0908942493623905
627466,Festival Offer,2024-10-17,Inactive,SMS,6475,330,17,3389.57,6934.82,1.94,0.050965250965250966,0.051515151515151514,2.0459291296536137
721480,Flash Sale,2024-10-17,Premium,App,4621,846,89,2010.23,4857.76,2.62,0.18307725600519367,0.10520094562647754,2.4165195027434674
463470,Membership Drive,2024-10-17,Premium,Email,4866,843,10,2036.43,9742.66,1.54,0.17324290998766953,0.011862396204033215,4.784186051079585
611505,Category Promotion,2024-10-17,Inactive,Social Media,7936,927,82,4318.97,7069.93,3.56,0.11680947580645161,0.08845738942826321,1.6369481612514094
978930,App Push Notification,2024-10-17,New Users,SMS,1465,194,75,1536.67,6191.95,3.76,0.13242320819112627,0.3865979381443299,4.029459805944022
408445,Email Campaign,2024-10-17,New Users,App,2312,487,68,2525.56,9208.83,2.82,0.2106401384083045,0.13963039014373715,3.646252712269754
848590,Referral Program,2024-10-17,Inactive,Email,9067,787,93,1057.25,9577.92,3.12,0.08679827947501931,0.1181702668360864,9.059276424686686
942963,New User Discount,2024-10-16,Inactive,Email,3217,359,12,1361.43,8734.81,1.51,0.11159465340379235,0.033426183844011144,6.415908272918916
94992,Weekend Special,2024-10-16,All,App,7529,547,79,4082.14,2765.4,3.46,0.07265241067870899,0.14442413162705667,0.6774387943578614
34191,Festival Offer,2024-10-16,Inactive,Social Media,3138,724,13,1622.33,7683.62,3.58,0.2307202039515615,0.017955801104972375,4.736163419279678
358462,Flash Sale,2024-10-16,Inactive,App,4765,411,60,2277.77,6766.63,3.26,0.08625393494228752,0.145985401459854,2.9707257536976956
511991,Membership Drive,2024-10-16,All,SMS,9683,100,92,2353.78,4471.61,2.95,0.010327377878756584,0.92,1.8997569866342645
234036,Category Promotion,2024-10-16,Inactive,SMS,2176,167,57,4239.19,8603.76,1.62,0.07674632352941177,0.3413173652694611,2.029576404926413
460964,App Push Notification,2024-10-16,All,SMS,5570,150,37,2175.55,2538.18,2.74,0.026929982046678635,0.24666666666666667,1.1666842867320906
562835,Email Campaign,2024-10-16,All,SMS,3914,241,25,3267.78,3558.02,1.95,0.06157383750638733,0.1037344398340249,1.0888187087258014
569002,Referral Program,2024-10-16,Premium,Social Media,5481,759,55,4609.27,3819.5,3.26,0.1384783798576902,0.07246376811594203,0.8286561646421233
686645,New User Discount,2024-10-15,All,Social Media,4109,649,86,2389.82,9766.72,3.23,0.15794597225602336,0.1325115562403698,4.0868015164322
914931,Weekend Special,2024-10-15,New Users,Social Media,5724,877,67,3027.31,3345.95,2.02,0.15321453529000698,0.07639680729760548,1.1052551605220475
843274,Festival Offer,2024-10-15,Premium,Social Media,1034,968,58,4438.6,2588.21,3.86,0.9361702127659575,0.05991735537190083,0.5831140449691343
308911,Flash Sale,2024-10-15,New Users,Social Media,4919,661,63,4818.43,5003.95,2.67,0.1343769058751779,0.09531013615733737,1.0385021677185307
320610,Membership Drive,2024-10-15,All,SMS,5174,376,81,3036.37,4448.69,3.69,0.0726710475454194,0.2154255319148936,1.4651343545088378
