order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed,delivery_variance_minutes,is_on_time_by_timestamp,actual_date
1769493463,22954,2024-06-26 07:29:47,2024-06-26 07:24:47,-5.0,1.21,On Time,,-5.0,True,2024-06-26
5003387344,21004,2024-06-23 11:05:47,2024-06-23 11:00:47,-5.0,4.52,On Time,,-5.0,True,2024-06-23
2064484752,43022,2024-05-07 23:00:49,2024-05-07 22:55:49,-5.0,2.29,On Time,,-5.0,True,2024-05-07
964822979,42914,2024-07-13 10:49:00,2024-07-13 10:47:00,-2.0,1.09,On Time,,-2.0,True,2024-07-13
6037899648,59131,2024-03-27 18:00:43,2024-03-27 18:04:43,4.0,4.56,On Time,Traffic,4.0,False,2024-03-27
9347571484,88612,2024-11-02 17:26:15,2024-11-02 17:39:15,13.0,3.29,Slightly Delayed,Traffic,13.0,False,2024-11-02
3286177534,90038,2023-06-25 00:09:15,2023-06-25 00:07:15,-2.0,3.07,On Time,,-2.0,True,2023-06-25
9073572548,28575,2023-05-02 23:25:42,2023-05-02 23:47:42,22.0,4.77,Significantly Delayed,Traffic,22.0,False,2023-05-02
8395583761,84816,2024-08-04 23:53:44,2024-08-04 23:48:44,-5.0,3.53,On Time,,-5.0,True,2024-08-04
6355378227,23910,2023-08-11 17:06:36,2023-08-11 17:05:36,-1.0,3.91,On Time,,-1.0,True,2023-08-11
277376321,78589,2024-07-28 04:45:12,2024-07-28 04:44:12,-1.0,3.85,On Time,,-1.0,True,2024-07-28
8559748526,93002,2023-04-05 18:27:19,2023-04-05 18:28:19,1.0,0.94,On Time,Traffic,1.0,False,2023-04-05
1458051433,61040,2024-04-26 09:30:56,2024-04-26 09:26:56,-4.0,2.75,On Time,,-4.0,True,2024-04-26
5838302640,30907,2023-05-12 06:02:25,2023-05-12 06:09:25,7.0,1.7,Slightly Delayed,Traffic,7.0,False,2023-05-12
1380971977,52614,2024-06-02 13:21:55,2024-06-02 13:16:55,-5.0,4.09,On Time,,-5.0,True,2024-06-02
1221099013,60689,2023-07-23 11:01:59,2023-07-23 11:03:59,2.0,3.15,On Time,Traffic,2.0,False,2023-07-23
6771166303,98179,2023-07-24 04:36:07,2023-07-24 04:48:07,12.0,2.55,Slightly Delayed,Traffic,12.0,False,2023-07-24
7111337755,84833,2023-05-06 06:07:44,2023-05-06 06:04:44,-3.0,3.44,On Time,,-3.0,True,2023-05-06
5562922993,73904,2023-12-06 02:14:19,2023-12-06 02:17:19,3.0,1.64,On Time,Traffic,3.0,False,2023-12-06
5630957897,14408,2024-06-18 07:32:42,2024-06-18 07:36:42,4.0,3.92,On Time,Traffic,4.0,False,2024-06-18
1787380558,95835,2023-11-08 17:43:58,2023-11-08 17:45:58,2.0,2.8,On Time,Traffic,2.0,False,2023-11-08
32613017,77303,2023-03-17 00:36:41,2023-03-17 00:36:41,0.0,4.0,On Time,,0.0,True,2023-03-17
2039041670,31963,2024-11-01 10:05:47,2024-11-01 10:20:47,15.0,2.12,Slightly Delayed,Traffic,15.0,False,2024-11-01
210693801,14789,2024-08-21 04:10:25,2024-08-21 04:12:25,2.0,2.5,On Time,Traffic,2.0,False,2024-08-21
8120002258,61526,2024-01-01 00:15:08,2024-01-01 00:11:08,-4.0,2.43,On Time,,-4.0,True,2024-01-01
2177917034,75636,2024-02-08 20:16:51,2024-02-08 20:25:51,9.0,0.73,Slightly Delayed,Traffic,9.0,False,2024-02-08
4254814926,1761,2024-04-21 06:34:58,2024-04-21 06:33:58,-1.0,1.74,On Time,,-1.0,True,2024-04-21
6074172790,3481,2023-07-26 02:26:37,2023-07-26 02:30:37,4.0,2.48,On Time,Traffic,4.0,False,2023-07-26
3381573131,50582,2024-07-16 00:47:21,2024-07-16 00:42:21,-5.0,4.91,On Time,,-5.0,True,2024-07-16
3773745777,97135,2024-05-02 14:58:25,2024-05-02 14:58:25,0.0,3.31,On Time,,0.0,True,2024-05-02
9251939156,57095,2023-12-30 12:51:53,2023-12-30 12:58:53,7.0,2.35,Slightly Delayed,Traffic,7.0,False,2023-12-30
3872982303,60234,2024-02-03 01:24:33,2024-02-03 01:25:33,1.0,2.6,On Time,Traffic,1.0,False,2024-02-03
2625987757,51273,2023-08-01 07:54:43,2023-08-01 07:56:43,2.0,4.7,On Time,Traffic,2.0,False,2023-08-01
3162249401,47552,2024-05-03 13:31:58,2024-05-03 13:31:58,0.0,1.72,On Time,,0.0,True,2024-05-03
3108986741,60867,2023-10-17 19:43:19,2023-10-17 19:44:19,1.0,2.09,On Time,Traffic,1.0,False,2023-10-17
1851474741,12879,2023-11-01 13:42:17,2023-11-01 13:51:17,9.0,4.09,Slightly Delayed,Traffic,9.0,False,2023-11-01
2425099132,44245,2023-08-15 01:30:08,2023-08-15 01:34:08,4.0,1.07,On Time,Traffic,4.0,False,2023-08-15
6706793332,76503,2024-10-09 22:04:33,2024-10-09 22:16:33,12.0,2.99,Slightly Delayed,Traffic,12.0,False,2024-10-09
2149289255,25251,2024-11-01 15:20:29,2024-11-01 15:39:29,19.0,2.56,Significantly Delayed,Traffic,19.0,False,2024-11-01
1971008155,30330,2023-10-23 22:43:41,2023-10-23 22:39:41,-4.0,0.86,On Time,,-4.0,True,2023-10-23
2087093460,27478,2024-07-11 11:42:57,2024-07-11 11:41:57,-1.0,0.77,On Time,,-1.0,True,2024-07-11
2116712588,34078,2023-11-11 20:48:38,2023-11-11 20:51:38,3.0,4.26,On Time,Traffic,3.0,False,2023-11-11
6054358790,52564,2024-01-26 10:31:06,2024-01-26 10:26:06,-5.0,3.96,On Time,,-5.0,True,2024-01-26
532660797,97547,2024-05-20 06:37:18,2024-05-20 06:51:18,14.0,4.9,Slightly Delayed,Traffic,14.0,False,2024-05-20
1491991005,85285,2024-03-04 09:01:03,2024-03-04 09:01:03,0.0,0.89,On Time,,0.0,True,2024-03-04
4136019599,34667,2024-03-23 18:52:14,2024-03-23 18:55:14,3.0,4.58,On Time,Traffic,3.0,False,2024-03-23
2122832513,39396,2024-02-17 19:58:14,2024-02-17 20:18:14,20.0,3.97,Significantly Delayed,Traffic,20.0,False,2024-02-17
3717703595,8041,2023-04-24 21:52:02,2023-04-24 21:51:02,-1.0,2.48,On Time,,-1.0,True,2023-04-24
3194733693,16623,2023-07-05 10:30:13,2023-07-05 10:37:13,7.0,1.74,Slightly Delayed,Traffic,7.0,False,2023-07-05
4471162437,54708,2024-02-06 12:52:50,2024-02-06 12:52:50,0.0,3.78,On Time,,0.0,True,2024-02-06
1609331948,58721,2024-01-04 14:19:21,2024-01-04 14:19:21,0.0,1.56,On Time,,0.0,True,2024-01-04
6920030794,38745,2024-06-24 02:51:36,2024-06-24 02:49:36,-2.0,3.47,On Time,,-2.0,True,2024-06-24
5127172657,80034,2024-06-11 18:30:31,2024-06-11 18:50:31,20.0,4.41,Significantly Delayed,Traffic,20.0,False,2024-06-11
8607115856,85718,2023-10-09 04:52:34,2023-10-09 04:49:34,-3.0,2.33,On Time,,-3.0,True,2023-10-09
7154957395,63099,2023-04-09 10:21:33,2023-04-09 10:21:33,0.0,2.28,On Time,,0.0,True,2023-04-09
2070762702,64950,2023-10-04 10:37:55,2023-10-04 10:52:55,15.0,3.61,Slightly Delayed,Traffic,15.0,False,2023-10-04
3697242439,67408,2024-10-15 12:47:13,2024-10-15 12:46:13,-1.0,4.71,On Time,,-1.0,True,2024-10-15
3063427913,24100,2023-09-21 02:34:46,2023-09-21 02:37:46,3.0,4.76,On Time,Traffic,3.0,False,2023-09-21
2060061337,50748,2023-04-15 23:10:08,2023-04-15 23:22:08,12.0,3.08,Slightly Delayed,Traffic,12.0,False,2023-04-15
4625892678,40337,2023-06-18 19:35:45,2023-06-18 19:39:45,4.0,2.74,On Time,Traffic,4.0,False,2023-06-18
6045698170,16848,2024-01-24 17:14:49,2024-01-24 17:19:49,5.0,3.86,On Time,Traffic,5.0,False,2024-01-24
7876289647,28786,2024-08-07 08:06:29,2024-08-07 08:18:29,12.0,2.54,Slightly Delayed,Traffic,12.0,False,2024-08-07
3434084714,58201,2024-02-02 03:06:20,2024-02-02 03:04:20,-2.0,3.51,On Time,,-2.0,True,2024-02-02
9031695663,43200,2024-01-17 01:35:06,2024-01-17 01:41:06,6.0,3.71,Slightly Delayed,Traffic,6.0,False,2024-01-17
1955989715,8135,2023-12-27 07:06:23,2023-12-27 07:08:23,2.0,4.81,On Time,Traffic,2.0,False,2023-12-27
3459500455,20504,2023-12-18 00:52:55,2023-12-18 00:54:55,2.0,2.66,On Time,Traffic,2.0,False,2023-12-18
5953376503,34929,2024-05-25 04:08:54,2024-05-25 04:24:54,16.0,0.56,Significantly Delayed,Traffic,16.0,False,2024-05-25
121874867,69733,2023-03-28 01:10:55,2023-03-28 01:05:55,-5.0,3.08,On Time,,-5.0,True,2023-03-28
2460545397,50527,2024-10-27 11:38:03,2024-10-27 11:49:03,11.0,2.53,Slightly Delayed,Traffic,11.0,False,2024-10-27
9690050839,76868,2024-01-13 02:44:24,2024-01-13 02:49:24,5.0,3.82,On Time,Traffic,5.0,False,2024-01-13
2574349065,406,2024-04-17 14:43:32,2024-04-17 14:44:32,1.0,1.72,On Time,Traffic,1.0,False,2024-04-17
2461936988,77590,2023-07-20 23:29:57,2023-07-20 23:48:57,19.0,4.4,Significantly Delayed,Traffic,19.0,False,2023-07-20
6447596416,45656,2023-10-08 18:30:29,2023-10-08 18:26:29,-4.0,4.27,On Time,,-4.0,True,2023-10-08
7228452275,96211,2023-05-13 01:25:33,2023-05-13 01:25:33,0.0,4.62,On Time,,0.0,True,2023-05-13
6696750742,89976,2023-04-02 17:54:16,2023-04-02 17:54:16,0.0,4.39,On Time,,0.0,True,2023-04-02
822235931,1773,2023-08-09 07:27:16,2023-08-09 07:42:16,15.0,1.42,Slightly Delayed,Traffic,15.0,False,2023-08-09
7678251499,60822,2023-04-23 13:37:40,2023-04-23 13:42:40,5.0,1.85,On Time,Traffic,5.0,False,2023-04-23
2497341976,42711,2023-09-21 09:19:49,2023-09-21 09:20:49,1.0,1.33,On Time,Traffic,1.0,False,2023-09-21
9107314128,21125,2024-05-20 16:37:17,2024-05-20 16:36:17,-1.0,2.2,On Time,,-1.0,True,2024-05-20
9855726256,59743,2023-05-17 08:05:53,2023-05-17 08:03:53,-2.0,0.96,On Time,,-2.0,True,2023-05-17
9398719862,4852,2024-07-19 09:40:31,2024-07-19 09:44:31,4.0,0.85,On Time,Traffic,4.0,False,2024-07-19
379494532,99227,2024-07-07 13:42:33,2024-07-07 13:44:33,2.0,3.39,On Time,Traffic,2.0,False,2024-07-07
1048784963,35552,2023-09-07 13:35:38,2023-09-07 13:30:38,-5.0,2.18,On Time,,-5.0,True,2023-09-07
4386246924,56384,2024-08-27 10:26:15,2024-08-27 10:52:15,26.0,3.44,Significantly Delayed,Traffic,26.0,False,2024-08-27
2050362692,16076,2024-10-30 11:36:04,2024-10-30 11:39:04,3.0,3.48,On Time,Traffic,3.0,False,2024-10-30
4142963293,74308,2024-11-03 04:04:46,2024-11-03 04:07:46,3.0,1.26,On Time,Traffic,3.0,False,2024-11-03
9753528654,63454,2024-07-26 07:35:16,2024-07-26 07:33:16,-2.0,1.84,On Time,,-2.0,True,2024-07-26
8126970833,83636,2024-09-14 20:41:40,2024-09-14 21:07:40,26.0,1.13,Significantly Delayed,Traffic,26.0,False,2024-09-14
9747814712,33342,2023-12-16 15:52:05,2023-12-16 15:55:05,3.0,1.23,On Time,Traffic,3.0,False,2023-12-16
6281619403,12086,2023-04-09 19:15:42,2023-04-09 19:10:42,-5.0,4.51,On Time,,-5.0,True,2023-04-09
436184281,59936,2023-11-20 12:55:18,2023-11-20 13:22:18,27.0,0.74,Significantly Delayed,Traffic,27.0,False,2023-11-20
9799231260,58378,2024-03-07 09:17:56,2024-03-07 09:21:56,4.0,0.9,On Time,Traffic,4.0,False,2024-03-07
4071811527,27993,2023-07-26 15:51:48,2023-07-26 16:00:48,9.0,2.39,Slightly Delayed,Traffic,9.0,False,2023-07-26
5645359563,45180,2024-08-08 23:45:23,2024-08-08 23:40:23,-5.0,4.78,On Time,,-5.0,True,2024-08-08
9411813703,32773,2023-09-25 23:11:09,2023-09-25 23:16:09,5.0,0.65,On Time,Traffic,5.0,False,2023-09-25
4270217473,4904,2024-02-01 09:02:55,2024-02-01 09:02:55,0.0,1.23,On Time,,0.0,True,2024-02-01
279851011,73623,2023-04-11 09:58:14,2023-04-11 09:57:14,-1.0,4.34,On Time,,-1.0,True,2023-04-11
6260524887,22883,2024-06-01 07:00:44,2024-06-01 06:56:44,-4.0,3.76,On Time,,-4.0,True,2024-06-01
5853998391,23606,2023-09-08 02:58:14,2023-09-08 02:55:14,-3.0,4.67,On Time,,-3.0,True,2023-09-08
9931976872,97297,2024-06-24 05:32:20,2024-06-24 05:28:20,-4.0,3.03,On Time,,-4.0,True,2024-06-24
8432209832,18907,2024-03-20 03:42:23,2024-03-20 03:54:23,12.0,4.17,Slightly Delayed,Traffic,12.0,False,2024-03-20
6023721507,72197,2024-04-07 00:36:29,2024-04-07 00:35:29,-1.0,2.05,On Time,,-1.0,True,2024-04-07
3042338919,70995,2023-05-17 15:05:39,2023-05-17 15:02:39,-3.0,1.33,On Time,,-3.0,True,2023-05-17
233646065,56968,2023-09-19 22:43:29,2023-09-19 22:48:29,5.0,4.89,On Time,Traffic,5.0,False,2023-09-19
9870610018,44706,2024-02-08 05:36:21,2024-02-08 05:35:21,-1.0,0.86,On Time,,-1.0,True,2024-02-08
1398230967,92744,2024-04-22 10:13:26,2024-04-22 10:09:26,-4.0,4.81,On Time,,-4.0,True,2024-04-22
8615488922,1328,2023-11-04 00:21:14,2023-11-04 00:42:14,21.0,3.94,Significantly Delayed,Traffic,21.0,False,2023-11-04
2748841057,11008,2023-12-30 05:19:21,2023-12-30 05:43:21,24.0,0.84,Significantly Delayed,Traffic,24.0,False,2023-12-30
1375867721,21511,2024-07-15 17:08:54,2024-07-15 17:05:54,-3.0,4.45,On Time,,-3.0,True,2024-07-15
8595141097,19332,2024-03-31 10:36:16,2024-03-31 10:39:16,3.0,4.33,On Time,Traffic,3.0,False,2024-03-31
4673382071,97477,2024-01-16 13:40:12,2024-01-16 13:49:12,9.0,4.9,Slightly Delayed,Traffic,9.0,False,2024-01-16
2948696008,89164,2024-04-10 10:22:48,2024-04-10 10:19:48,-3.0,2.28,On Time,,-3.0,True,2024-04-10
6839692624,44627,2023-11-19 02:10:50,2023-11-19 02:35:50,25.0,1.17,Significantly Delayed,Traffic,25.0,False,2023-11-19
5770951298,4946,2023-10-02 18:23:57,2023-10-02 18:21:57,-2.0,0.95,On Time,,-2.0,True,2023-10-02
5084771819,66403,2024-08-29 22:05:24,2024-08-29 22:18:24,13.0,1.37,Slightly Delayed,Traffic,13.0,False,2024-08-29
422403644,23782,2023-05-27 23:46:14,2023-05-27 23:54:14,8.0,0.56,Slightly Delayed,Traffic,8.0,False,2023-05-27
7176758896,75492,2023-07-13 13:00:53,2023-07-13 13:01:53,1.0,2.94,On Time,Traffic,1.0,False,2023-07-13
8252905093,40596,2024-04-21 23:29:31,2024-04-21 23:30:31,1.0,3.25,On Time,Traffic,1.0,False,2024-04-21
1488561572,31495,2024-08-27 08:32:40,2024-08-27 08:31:40,-1.0,2.51,On Time,,-1.0,True,2024-08-27
6212984517,15665,2024-03-16 22:05:29,2024-03-16 22:03:29,-2.0,1.27,On Time,,-2.0,True,2024-03-16
6309784337,23009,2024-05-06 17:53:10,2024-05-06 17:53:10,0.0,4.05,On Time,,0.0,True,2024-05-06
4613890018,82638,2023-10-24 13:00:17,2023-10-24 13:00:17,0.0,3.82,On Time,,0.0,True,2023-10-24
3429728472,77476,2023-03-31 08:48:30,2023-03-31 08:57:30,9.0,1.25,Slightly Delayed,Traffic,9.0,False,2023-03-31
267738904,73022,2023-10-24 23:24:36,2023-10-24 23:38:36,14.0,4.28,Slightly Delayed,Traffic,14.0,False,2023-10-24
3850416839,32659,2024-07-01 02:23:28,2024-07-01 02:36:28,13.0,1.32,Slightly Delayed,Traffic,13.0,False,2024-07-01
3412702479,35140,2023-12-24 07:46:20,2023-12-24 07:51:20,5.0,1.11,On Time,Traffic,5.0,False,2023-12-24
2016183232,38755,2023-07-19 04:35:07,2023-07-19 04:46:07,11.0,1.63,Slightly Delayed,Traffic,11.0,False,2023-07-19
3810280204,70290,2023-10-26 18:06:28,2023-10-26 18:10:28,4.0,0.75,On Time,Traffic,4.0,False,2023-10-26
2416767295,28144,2024-07-05 03:50:54,2024-07-05 03:59:54,9.0,1.13,Slightly Delayed,Traffic,9.0,False,2024-07-05
2283439407,58922,2023-07-14 02:28:09,2023-07-14 02:32:09,4.0,0.57,On Time,Traffic,4.0,False,2023-07-14
4328802292,66985,2023-06-14 19:57:21,2023-06-14 20:15:21,18.0,3.65,Significantly Delayed,Traffic,18.0,False,2023-06-14
7072715691,82046,2023-12-25 19:28:20,2023-12-25 19:29:20,1.0,3.65,On Time,Traffic,1.0,False,2023-12-25
5640741373,20090,2024-05-10 06:57:20,2024-05-10 06:57:20,0.0,4.34,On Time,,0.0,True,2024-05-10
6931094066,66225,2023-11-15 22:18:17,2023-11-15 22:14:17,-4.0,3.82,On Time,,-4.0,True,2023-11-15
3417088709,63738,2024-05-30 17:37:44,2024-05-30 17:58:44,21.0,1.29,Significantly Delayed,Traffic,21.0,False,2024-05-30
4424404315,8506,2023-07-16 07:36:04,2023-07-16 07:40:04,4.0,2.43,On Time,Traffic,4.0,False,2023-07-16
2444087306,75692,2023-07-28 08:35:29,2023-07-28 08:37:29,2.0,4.67,On Time,Traffic,2.0,False,2023-07-28
486085268,90390,2023-12-11 19:51:16,2023-12-11 19:56:16,5.0,0.53,On Time,Traffic,5.0,False,2023-12-11
1731312620,75316,2023-05-08 20:42:00,2023-05-08 20:41:00,-1.0,2.13,On Time,,-1.0,True,2023-05-08
6475582506,52304,2023-09-23 05:01:27,2023-09-23 05:05:27,4.0,2.09,On Time,Traffic,4.0,False,2023-09-23
1868581378,38861,2024-03-29 18:43:14,2024-03-29 18:47:14,4.0,3.94,On Time,Traffic,4.0,False,2024-03-29
8884235937,81977,2024-08-09 12:01:55,2024-08-09 12:09:55,8.0,4.57,Slightly Delayed,Traffic,8.0,False,2024-08-09
4590662628,18200,2024-01-10 12:02:31,2024-01-10 12:17:31,15.0,2.1,Slightly Delayed,Traffic,15.0,False,2024-01-10
992302540,12863,2023-11-26 21:51:11,2023-11-26 21:54:11,3.0,3.48,On Time,Traffic,3.0,False,2023-11-26
7169974633,69861,2024-10-16 16:22:22,2024-10-16 16:21:22,-1.0,2.57,On Time,,-1.0,True,2024-10-16
6703651257,4285,2024-01-17 01:43:31,2024-01-17 01:46:31,3.0,2.43,On Time,Traffic,3.0,False,2024-01-17
7180810221,59848,2023-09-10 16:58:46,2023-09-10 17:07:46,9.0,0.51,Slightly Delayed,Traffic,9.0,False,2023-09-10
7875587578,40025,2024-07-15 08:59:10,2024-07-15 09:09:10,10.0,3.53,Slightly Delayed,Traffic,10.0,False,2024-07-15
2578671497,64618,2024-01-25 00:16:47,2024-01-25 00:21:47,5.0,0.79,On Time,Traffic,5.0,False,2024-01-25
6284350691,9053,2024-06-20 01:13:52,2024-06-20 01:13:52,0.0,4.5,On Time,,0.0,True,2024-06-20
5383261788,94840,2023-10-18 21:34:10,2023-10-18 21:30:10,-4.0,2.11,On Time,,-4.0,True,2023-10-18
6590867973,23582,2023-11-20 08:55:18,2023-11-20 08:54:18,-1.0,0.73,On Time,,-1.0,True,2023-11-20
8787105023,54795,2024-05-07 23:09:29,2024-05-07 23:12:29,3.0,3.68,On Time,Traffic,3.0,False,2024-05-07
1402916311,57649,2024-04-23 13:05:28,2024-04-23 13:09:28,4.0,2.72,On Time,Traffic,4.0,False,2024-04-23
9715205272,21783,2024-10-21 22:09:22,2024-10-21 22:11:22,2.0,4.93,On Time,Traffic,2.0,False,2024-10-21
3946852375,92389,2024-07-04 12:45:55,2024-07-04 12:45:55,0.0,4.04,On Time,,0.0,True,2024-07-04
3367039425,72408,2024-03-10 03:58:29,2024-03-10 04:00:29,2.0,1.38,On Time,Traffic,2.0,False,2024-03-10
687711388,44884,2024-02-02 10:28:42,2024-02-02 10:40:42,12.0,1.67,Slightly Delayed,Traffic,12.0,False,2024-02-02
647012431,94183,2024-06-16 13:27:54,2024-06-16 13:45:54,18.0,0.92,Significantly Delayed,Traffic,18.0,False,2024-06-16
7143278295,89680,2024-02-13 15:39:08,2024-02-13 15:35:08,-4.0,1.65,On Time,,-4.0,True,2024-02-13
9736844695,87624,2024-04-09 20:18:46,2024-04-09 20:13:46,-5.0,1.4,On Time,,-5.0,True,2024-04-09
5933289680,1722,2023-12-07 04:49:24,2023-12-07 05:09:24,20.0,2.24,Significantly Delayed,Traffic,20.0,False,2023-12-07
9494303116,12071,2024-07-21 11:04:40,2024-07-21 11:09:40,5.0,3.87,On Time,Traffic,5.0,False,2024-07-21
9337878102,15234,2023-05-16 04:09:12,2023-05-16 04:05:12,-4.0,0.63,On Time,,-4.0,True,2023-05-16
6872621077,42244,2023-09-14 18:29:29,2023-09-14 18:24:29,-5.0,3.42,On Time,,-5.0,True,2023-09-14
7330237253,18688,2023-12-07 12:38:17,2023-12-07 12:37:17,-1.0,3.63,On Time,,-1.0,True,2023-12-07
7942616242,76694,2023-09-30 08:27:45,2023-09-30 08:52:45,25.0,4.96,Significantly Delayed,Traffic,25.0,False,2023-09-30
238520071,91088,2024-02-20 05:44:38,2024-02-20 05:47:38,3.0,1.92,On Time,Traffic,3.0,False,2024-02-20
5812379362,68969,2023-08-05 11:05:03,2023-08-05 11:01:03,-4.0,4.52,On Time,,-4.0,True,2023-08-05
2616623847,43649,2024-01-19 19:22:25,2024-01-19 19:37:25,15.0,4.33,Slightly Delayed,Traffic,15.0,False,2024-01-19
2040854480,11814,2023-12-10 00:22:16,2023-12-10 00:47:16,25.0,2.48,Significantly Delayed,Traffic,25.0,False,2023-12-10
5456484560,32681,2024-09-26 02:10:49,2024-09-26 02:35:49,25.0,3.76,Significantly Delayed,Traffic,25.0,False,2024-09-26
883309006,23074,2024-04-09 08:22:20,2024-04-09 08:30:20,8.0,3.46,Slightly Delayed,Traffic,8.0,False,2024-04-09
6528341992,50910,2024-01-29 03:43:43,2024-01-29 03:54:43,11.0,2.7,Slightly Delayed,Traffic,11.0,False,2024-01-29
3263203775,38308,2024-09-28 15:37:48,2024-09-28 15:36:48,-1.0,3.36,On Time,,-1.0,True,2024-09-28
3660010934,17404,2024-01-31 15:44:03,2024-01-31 15:49:03,5.0,2.74,On Time,Traffic,5.0,False,2024-01-31
7944885043,16741,2024-05-26 08:31:38,2024-05-26 08:29:38,-2.0,2.23,On Time,,-2.0,True,2024-05-26
2506369831,62473,2023-06-16 13:22:30,2023-06-16 13:35:30,13.0,4.07,Slightly Delayed,Traffic,13.0,False,2023-06-16
697061213,80729,2023-03-25 09:52:55,2023-03-25 09:55:55,3.0,1.48,On Time,Traffic,3.0,False,2023-03-25
7079057004,16501,2023-09-30 09:10:45,2023-09-30 09:32:45,22.0,3.58,Significantly Delayed,Traffic,22.0,False,2023-09-30
1556153632,45137,2024-05-04 08:54:19,2024-05-04 09:03:19,9.0,0.75,Slightly Delayed,Traffic,9.0,False,2024-05-04
2161235338,96206,2024-04-12 15:12:38,2024-04-12 15:21:38,9.0,4.68,Slightly Delayed,Traffic,9.0,False,2024-04-12
1247978468,30662,2024-07-19 02:13:39,2024-07-19 02:12:39,-1.0,1.56,On Time,,-1.0,True,2024-07-19
5437627061,39894,2024-08-22 02:15:33,2024-08-22 02:16:33,1.0,4.76,On Time,Traffic,1.0,False,2024-08-22
9091960039,51540,2024-02-11 10:04:55,2024-02-11 10:04:55,0.0,2.76,On Time,,0.0,True,2024-02-11
619198317,83654,2023-11-20 17:16:35,2023-11-20 17:11:35,-5.0,4.77,On Time,,-5.0,True,2023-11-20
9833179291,97223,2023-05-04 18:52:00,2023-05-04 18:48:00,-4.0,0.59,On Time,,-4.0,True,2023-05-04
4148760273,55805,2024-05-22 01:55:57,2024-05-22 01:58:57,3.0,4.35,On Time,Traffic,3.0,False,2024-05-22
7206041763,1128,2023-05-30 19:35:37,2023-05-30 19:37:37,2.0,2.69,On Time,Traffic,2.0,False,2023-05-30
690097648,92460,2023-12-27 20:30:22,2023-12-27 20:40:22,10.0,1.87,Slightly Delayed,Traffic,10.0,False,2023-12-27
