order_id,customer_id,order_date,order_date_only,payment_method,store_id,delivery_partner_id,delivery_status,order_total
2177917034,12402437,2024-02-08 20:03:51,2024-02-08,Card,4829,75636,Slightly Delayed,3134.8
4254814926,59890331,2024-04-21 06:14:58,2024-04-21,Wallet,7830,1761,On Time,3818.33
6074172790,14944819,2023-07-26 02:15:37,2023-07-26,Wallet,4057,3481,On Time,2008.84
3381573131,67386193,2024-07-16 00:33:21,2024-07-16,Cash,7456,50582,On Time,114.52
3773745777,67701771,2024-05-02 14:40:25,2024-05-02,Card,8100,97135,On Time,1488.19
9251939156,89910157,2023-12-30 12:39:53,2023-12-30,Cash,7206,57095,Slightly Delayed,891.6
3872982303,15484407,2024-02-03 01:04:33,2024-02-03,Wallet,7886,60234,On Time,1779.45
2625987757,10769994,2023-08-01 07:42:43,2023-08-01,UPI,4569,51273,On Time,169.88
3162249401,85519349,2024-05-03 13:21:58,2024-05-03,Cash,2221,47552,On Time,4406.98
3108986741,49241309,2023-10-17 19:29:19,2023-10-17,Wallet,6530,60867,On Time,2401.92
1851474741,23348269,2023-11-01 13:29:17,2023-11-01,Card,8735,12879,Slightly Delayed,3742.79
2425099132,85016568,2023-08-15 01:15:08,2023-08-15,Wallet,4794,44245,On Time,2498.22
6706793332,6247821,2024-10-09 21:50:33,2024-10-09,UPI,8271,76503,Slightly Delayed,949.75
2149289255,57579640,2024-11-01 15:00:29,2024-11-01,Cash,7315,25251,Significantly Delayed,2687.31
1971008155,2457734,2023-10-23 22:23:41,2023-10-23,Cash,5472,30330,On Time,1866.01
2087093460,59329145,2024-07-11 11:31:57,2024-07-11,Card,2176,27478,On Time,4198.33
2116712588,24043135,2023-11-11 20:33:38,2023-11-11,Wallet,6552,34078,On Time,44.35
6054358790,59216664,2024-01-26 10:11:06,2024-01-26,Wallet,1880,52564,On Time,3217.7
532660797,41008070,2024-05-20 06:25:18,2024-05-20,UPI,2245,97547,Slightly Delayed,2683.73
1491991005,52215833,2024-03-04 08:49:03,2024-03-04,Wallet,3036,85285,On Time,3472.55
4136019599,74179536,2024-03-23 18:38:14,2024-03-23,Wallet,6564,34667,On Time,1131.05
2122832513,55028958,2024-02-17 19:48:14,2024-02-17,UPI,5245,39396,Significantly Delayed,2037.94
3717703595,88965399,2023-04-24 21:33:02,2023-04-24,Card,7309,8041,On Time,1756.7
3194733693,21866852,2023-07-05 10:13:13,2023-07-05,UPI,9112,16623,Slightly Delayed,2552.88
4471162437,27971619,2024-02-06 12:38:50,2024-02-06,Card,9226,54708,On Time,3355.65
1609331948,8791577,2024-01-04 14:06:21,2024-01-04,UPI,2696,58721,On Time,3648.36
6920030794,70372270,2024-06-24 02:37:36,2024-06-24,UPI,1394,38745,On Time,2936.64
5127172657,32293017,2024-06-11 18:11:31,2024-06-11,Cash,288,80034,Significantly Delayed,2185.5
8607115856,15931134,2023-10-09 04:42:34,2023-10-09,UPI,3015,85718,On Time,739.34
7154957395,60700850,2023-04-09 10:10:33,2023-04-09,Wallet,1915,63099,On Time,2696.84
2070762702,34761418,2023-10-04 10:20:55,2023-10-04,Cash,5593,64950,Slightly Delayed,2457.2
3697242439,99361865,2024-10-15 12:30:13,2024-10-15,Cash,4528,67408,On Time,2179.49
3063427913,75984768,2023-09-21 02:17:46,2023-09-21,Card,1492,24100,On Time,4419.03
2060061337,29272253,2023-04-15 22:56:08,2023-04-15,Wallet,4851,50748,Slightly Delayed,3041.62
4625892678,80371626,2023-06-18 19:23:45,2023-06-18,Wallet,2018,40337,On Time,3166.49
6045698170,666589,2024-01-24 17:03:49,2024-01-24,UPI,3220,16848,On Time,222.15
7876289647,98858383,2024-08-07 07:55:29,2024-08-07,UPI,9606,28786,Slightly Delayed,3218.62
3434084714,46836361,2024-02-02 02:54:20,2024-02-02,Cash,5513,58201,On Time,1179.41
9031695663,94730288,2024-01-17 01:23:06,2024-01-17,Card,5551,43200,Slightly Delayed,2316.01
1955989715,77862447,2023-12-27 06:52:23,2023-12-27,Wallet,6276,8135,On Time,1931.35
3459500455,16379942,2023-12-18 00:37:55,2023-12-18,UPI,6348,20504,On Time,2581.78
5953376503,79169760,2024-05-25 03:53:54,2024-05-25,Wallet,3686,34929,Significantly Delayed,650.2
121874867,94529626,2023-03-28 00:53:55,2023-03-28,UPI,7775,69733,On Time,2596.92
2460545397,42872865,2024-10-27 11:26:03,2024-10-27,Wallet,7031,50527,Slightly Delayed,474.34
9690050839,55803572,2024-01-13 02:34:24,2024-01-13,Wallet,3949,76868,On Time,2551.93
2574349065,51547198,2024-04-17 14:33:32,2024-04-17,Wallet,7690,406,On Time,4476.55
2461936988,14428954,2023-07-20 23:11:57,2023-07-20,Cash,9647,77590,Significantly Delayed,4196.95
6447596416,76987910,2023-10-08 18:18:29,2023-10-08,Card,494,45656,On Time,4965.12
7228452275,42262168,2023-05-13 01:06:33,2023-05-13,Card,9542,96211,On Time,326.42
6696750742,5277675,2023-04-02 17:43:16,2023-04-02,Wallet,8222,89976,On Time,2509.56
822235931,44410149,2023-08-09 07:17:16,2023-08-09,Wallet,639,1773,Slightly Delayed,4866.15
7678251499,17805991,2023-04-23 13:27:40,2023-04-23,Cash,3427,60822,On Time,3141.37
2497341976,9097480,2023-09-21 09:06:49,2023-09-21,Wallet,788,42711,On Time,3414.57
9107314128,79591237,2024-05-20 16:19:17,2024-05-20,Wallet,6660,21125,On Time,545.49
9855726256,8651281,2023-05-17 07:50:53,2023-05-17,Card,1416,59743,On Time,479.57
9398719862,14991661,2024-07-19 09:22:31,2024-07-19,Card,9455,4852,On Time,4255.0
379494532,9650263,2024-07-07 13:29:33,2024-07-07,UPI,2058,99227,On Time,3609.27
1048784963,58942207,2023-09-07 13:18:38,2023-09-07,Card,2538,35552,On Time,1159.84
4386246924,69632084,2024-08-27 10:06:15,2024-08-27,Card,9593,56384,Significantly Delayed,2026.78
2050362692,79991320,2024-10-30 11:23:04,2024-10-30,Cash,2265,16076,On Time,2363.42
4142963293,34567918,2024-11-03 03:45:46,2024-11-03,Cash,9263,74308,On Time,3686.26
9753528654,61522288,2024-07-26 07:24:16,2024-07-26,Cash,8771,63454,On Time,109.03
8126970833,14161586,2024-09-14 20:27:40,2024-09-14,Wallet,8350,83636,Significantly Delayed,4398.35
9747814712,16359370,2023-12-16 15:38:05,2023-12-16,Wallet,8165,33342,On Time,2333.7
6281619403,77921718,2023-04-09 18:56:42,2023-04-09,UPI,5214,12086,On Time,3374.44
436184281,78614729,2023-11-20 12:36:18,2023-11-20,Card,2749,59936,Significantly Delayed,3147.92
9799231260,22077605,2024-03-07 08:59:56,2024-03-07,Wallet,7812,58378,On Time,872.83
4071811527,66023110,2023-07-26 15:38:48,2023-07-26,Card,100,27993,Slightly Delayed,1872.01
5645359563,87160527,2024-08-08 23:28:23,2024-08-08,Card,8474,45180,On Time,2624.29
9411813703,62600289,2023-09-25 22:56:09,2023-09-25,Wallet,5238,32773,On Time,4433.0
4270217473,54580166,2024-02-01 08:48:55,2024-02-01,Cash,9867,4904,On Time,505.5
279851011,12967305,2023-04-11 09:45:14,2023-04-11,Card,6199,73623,On Time,3495.33
6260524887,57081917,2024-06-01 06:43:44,2024-06-01,Card,3322,22883,On Time,2457.11
5853998391,94453274,2023-09-08 02:48:14,2023-09-08,Wallet,364,23606,On Time,949.22
9931976872,8955057,2024-06-24 05:17:20,2024-06-24,Wallet,9676,97297,On Time,2487.83
8432209832,90346920,2024-03-20 03:24:23,2024-03-20,Wallet,9981,18907,Slightly Delayed,3835.31
6023721507,8791577,2024-04-07 00:19:29,2024-04-07,UPI,158,72197,On Time,1849.03
3042338919,76212152,2023-05-17 14:52:39,2023-05-17,Wallet,6827,70995,On Time,2765.06
233646065,16379942,2023-09-19 22:28:29,2023-09-19,Wallet,2400,56968,On Time,578.85
9870610018,94033330,2024-02-08 05:23:21,2024-02-08,Card,2918,44706,On Time,478.79
1398230967,46876240,2024-04-22 09:58:26,2024-04-22,Card,7040,92744,On Time,1186.66
8615488922,92209869,2023-11-04 00:06:14,2023-11-04,Card,9406,1328,Significantly Delayed,3803.34
2748841057,33544355,2023-12-30 05:03:21,2023-12-30,Card,1719,11008,Significantly Delayed,1587.18
1375867721,4862761,2024-07-15 16:57:54,2024-07-15,Cash,548,21511,On Time,2244.24
8595141097,96511007,2024-03-31 10:24:16,2024-03-31,UPI,9568,19332,On Time,3385.77
4673382071,21784094,2024-01-16 13:25:12,2024-01-16,UPI,9551,97477,Slightly Delayed,1479.69
2948696008,51872499,2024-04-10 10:05:48,2024-04-10,Cash,843,89164,On Time,3103.41
6839692624,64497538,2023-11-19 01:53:50,2023-11-19,Cash,1835,44627,Significantly Delayed,4464.84
5770951298,75510747,2023-10-02 18:09:57,2023-10-02,UPI,8044,4946,On Time,957.11
5084771819,6344345,2024-08-29 21:54:24,2024-08-29,Cash,5500,66403,Slightly Delayed,1207.68
422403644,56548063,2023-05-27 23:26:14,2023-05-27,UPI,4684,23782,Slightly Delayed,2331.5
7176758896,18394558,2023-07-13 12:50:53,2023-07-13,Cash,2866,75492,On Time,2640.24
8252905093,42589311,2024-04-21 23:13:31,2024-04-21,Card,7934,40596,On Time,2315.77
1488561572,75928073,2024-08-27 08:18:40,2024-08-27,Cash,3970,31495,On Time,4053.52
6212984517,72702075,2024-03-16 21:47:29,2024-03-16,UPI,6591,15665,On Time,1388.01
6309784337,26250082,2024-05-06 17:37:10,2024-05-06,Card,396,23009,On Time,1905.92
4613890018,53538932,2023-10-24 12:43:17,2023-10-24,Wallet,8307,82638,On Time,1545.79
3429728472,64017365,2023-03-31 08:31:30,2023-03-31,Cash,2104,77476,Slightly Delayed,4138.27
267738904,63368244,2023-10-24 23:10:36,2023-10-24,Card,8030,73022,Slightly Delayed,3596.07
3850416839,57081917,2024-07-01 02:05:28,2024-07-01,UPI,8131,32659,Slightly Delayed,5490.94
3412702479,86479284,2023-12-24 07:32:20,2023-12-24,Cash,2577,35140,On Time,2344.83
2016183232,44928499,2023-07-19 04:15:07,2023-07-19,Card,5767,38755,Slightly Delayed,1934.43
3810280204,84361534,2023-10-26 17:52:28,2023-10-26,Wallet,480,70290,On Time,2956.37
2416767295,767523,2024-07-05 03:36:54,2024-07-05,Card,39,28144,Slightly Delayed,2358.76
2283439407,46623192,2023-07-14 02:18:09,2023-07-14,UPI,2848,58922,On Time,1216.8
4328802292,9738801,2023-06-14 19:43:21,2023-06-14,Cash,1268,66985,Significantly Delayed,1926.12
7072715691,74195536,2023-12-25 19:14:20,2023-12-25,Cash,3755,82046,On Time,2120.77
5640741373,90298394,2024-05-10 06:46:20,2024-05-10,Card,3383,20090,On Time,765.76
6931094066,17159117,2023-11-15 21:59:17,2023-11-15,Card,7331,66225,On Time,2802.27
3417088709,62629494,2024-05-30 17:24:44,2024-05-30,UPI,2101,63738,Significantly Delayed,912.29
4424404315,9274874,2023-07-16 07:24:04,2023-07-16,Wallet,1950,8506,On Time,494.48
2444087306,56250563,2023-07-28 08:25:29,2023-07-28,Wallet,5429,75692,On Time,2440.73
486085268,51040116,2023-12-11 19:39:16,2023-12-11,UPI,4690,90390,On Time,4749.99
1731312620,49795571,2023-05-08 20:32:00,2023-05-08,Wallet,1309,75316,On Time,843.21
6475582506,82529927,2023-09-23 04:50:27,2023-09-23,Wallet,2425,52304,On Time,3895.25
1868581378,93198324,2024-03-29 18:27:14,2024-03-29,Card,6383,38861,On Time,2065.81
8884235937,20298398,2024-08-09 11:51:55,2024-08-09,UPI,8826,81977,Slightly Delayed,1655.6
4590662628,87200291,2024-01-10 11:48:31,2024-01-10,Cash,5462,18200,Slightly Delayed,3148.95
992302540,32203588,2023-11-26 21:32:11,2023-11-26,Wallet,956,12863,On Time,198.72
7169974633,59110513,2024-10-16 16:03:22,2024-10-16,UPI,4905,69861,On Time,2475.21
6703651257,93198324,2024-01-17 01:26:31,2024-01-17,Card,5882,4285,On Time,727.87
7180810221,20940403,2023-09-10 16:44:46,2023-09-10,Cash,754,59848,Slightly Delayed,657.8
7875587578,60967677,2024-07-15 08:47:10,2024-07-15,Card,6554,40025,Slightly Delayed,3351.74
2578671497,76218218,2024-01-25 00:04:47,2024-01-25,Card,4306,64618,On Time,3603.94
6284350691,57207678,2024-06-20 01:00:52,2024-06-20,Wallet,9366,9053,On Time,726.41
5383261788,34588087,2023-10-18 21:18:10,2023-10-18,Wallet,856,94840,On Time,3375.86
6590867973,56441247,2023-11-20 08:37:18,2023-11-20,UPI,5770,23582,On Time,1848.22
8787105023,81822935,2024-05-07 22:54:29,2024-05-07,Wallet,2951,54795,On Time,1443.64
1402916311,14275043,2024-04-23 12:52:28,2024-04-23,Card,178,57649,On Time,4553.36
9715205272,52409516,2024-10-21 21:55:22,2024-10-21,UPI,7087,21783,On Time,1189.17
3946852375,96253172,2024-07-04 12:26:55,2024-07-04,Cash,9580,92389,On Time,150.99
3367039425,86050297,2024-03-10 03:46:29,2024-03-10,UPI,9069,72408,On Time,703.11
687711388,52757321,2024-02-02 10:13:42,2024-02-02,Card,3910,44884,Slightly Delayed,1385.43
647012431,34281470,2024-06-16 13:11:54,2024-06-16,Card,9989,94183,Significantly Delayed,3706.1
7143278295,50557979,2024-02-13 15:28:08,2024-02-13,UPI,7182,89680,On Time,1597.11
9736844695,31978160,2024-04-09 20:00:46,2024-04-09,Cash,3487,87624,On Time,1608.11
5933289680,5751638,2023-12-07 04:30:24,2023-12-07,Wallet,9869,1722,Significantly Delayed,2950.6
9494303116,98858383,2024-07-21 10:44:40,2024-07-21,Card,6262,12071,On Time,1538.49
9337878102,9987182,2023-05-16 03:51:12,2023-05-16,Wallet,4435,15234,On Time,3119.18
6872621077,77128325,2023-09-14 18:19:29,2023-09-14,Wallet,847,42244,On Time,3611.43
7330237253,28428852,2023-12-07 12:22:17,2023-12-07,UPI,3099,18688,On Time,869.86
7942616242,33685414,2023-09-30 08:07:45,2023-09-30,Wallet,5368,76694,Significantly Delayed,1116.0
238520071,77320193,2024-02-20 05:25:38,2024-02-20,Cash,1203,91088,On Time,852.02
5812379362,46504355,2023-08-05 10:51:03,2023-08-05,Wallet,544,68969,On Time,3865.78
2616623847,49915498,2024-01-19 19:08:25,2024-01-19,Cash,9330,43649,Slightly Delayed,3928.0
2040854480,40392019,2023-12-10 00:09:16,2023-12-10,Wallet,4573,11814,Significantly Delayed,946.86
5456484560,62600289,2024-09-26 01:56:49,2024-09-26,UPI,5000,32681,Significantly Delayed,1630.68
883309006,71229024,2024-04-09 08:12:20,2024-04-09,Cash,5405,23074,Slightly Delayed,1427.84
6528341992,64497538,2024-01-29 03:28:43,2024-01-29,Wallet,7253,50910,Slightly Delayed,2360.73
3263203775,44888581,2024-09-28 15:27:48,2024-09-28,UPI,9171,38308,On Time,826.28
3660010934,83577942,2024-01-31 15:31:03,2024-01-31,Wallet,4956,17404,On Time,787.4
7944885043,1683786,2024-05-26 08:18:38,2024-05-26,Card,8470,16741,On Time,4410.72
2506369831,1529180,2023-06-16 13:05:30,2023-06-16,UPI,7950,62473,Slightly Delayed,255.35
697061213,91196901,2023-03-25 09:41:55,2023-03-25,Card,1451,80729,On Time,4473.11
7079057004,1507408,2023-09-30 08:52:45,2023-09-30,Card,3954,16501,Significantly Delayed,1946.09
1556153632,67215939,2024-05-04 08:35:19,2024-05-04,Wallet,1393,45137,Slightly Delayed,1277.85
2161235338,38902882,2024-04-12 15:00:38,2024-04-12,Wallet,240,96206,Slightly Delayed,4431.77
1247978468,97484394,2024-07-19 01:53:39,2024-07-19,UPI,4045,30662,On Time,1662.15
5437627061,58505903,2024-08-22 02:04:33,2024-08-22,UPI,5851,39894,On Time,910.19
9091960039,13455530,2024-02-11 09:54:55,2024-02-11,Card,68,51540,On Time,1349.36
619198317,81906973,2023-11-20 16:57:35,2023-11-20,UPI,669,83654,On Time,4216.63
9833179291,90372221,2023-05-04 18:32:00,2023-05-04,UPI,1456,97223,On Time,483.05
4148760273,93122847,2024-05-22 01:40:57,2024-05-22,UPI,8302,55805,On Time,994.97
7206041763,74694186,2023-05-30 19:17:37,2023-05-30,Card,279,1128,On Time,162.67
690097648,2684440,2023-12-27 20:11:22,2023-12-27,Cash,8700,92460,Slightly Delayed,3471.29
4197061567,52757321,2024-02-04 03:20:32,2024-02-04,UPI,9189,48139,On Time,3685.3
2009394836,55056284,2023-10-24 22:11:10,2023-10-24,UPI,5861,71878,On Time,1159.53
277502363,88203688,2023-12-28 13:54:57,2023-12-28,Card,9608,18055,On Time,2682.72
4356959622,38709137,2024-01-16 07:41:08,2024-01-16,Cash,7148,94308,On Time,2128.54
174306009,87457446,2024-08-09 00:24:44,2024-08-09,UPI,626,35598,Significantly Delayed,2424.07
9582674091,34237583,2024-08-16 11:20:21,2024-08-16,UPI,7480,16055,Significantly Delayed,951.43
8675579025,44409533,2024-07-06 11:59:17,2024-07-06,Card,6920,13158,On Time,2636.86
5195999941,52757321,2024-07-19 18:51:00,2024-07-19,Card,4056,12987,Slightly Delayed,2298.98
5210007923,97507853,2024-10-01 05:12:34,2024-10-01,Cash,527,94672,On Time,1278.93
6595771960,45700473,2023-04-05 03:22:22,2023-04-05,Cash,9505,72175,On Time,4251.75
4247338382,34853377,2023-12-05 02:01:24,2023-12-05,Cash,5115,85815,Significantly Delayed,989.88
819143326,88324928,2024-01-10 19:18:29,2024-01-10,Cash,9159,73801,On Time,3284.6
3830844750,23996221,2023-08-06 15:56:31,2023-08-06,UPI,3176,95930,On Time,1663.27
1687314172,82425179,2024-03-13 18:42:43,2024-03-13,Cash,9557,86120,On Time,3835.73
6756007265,80850753,2023-07-27 18:19:10,2023-07-27,Wallet,7440,48609,On Time,1848.13
489762747,19482392,2024-09-27 16:36:39,2024-09-27,Card,5112,93825,Significantly Delayed,766.2
7509195875,42723554,2023-11-26 19:55:46,2023-11-26,Card,3895,96839,On Time,4237.4
2370917070,5763963,2023-07-25 05:54:42,2023-07-25,Card,1591,13883,On Time,2639.9
2055388266,119099,2023-06-23 06:31:41,2023-06-23,UPI,4452,80608,Slightly Delayed,3722.37
8969304162,43052303,2023-10-12 14:44:50,2023-10-12,Wallet,5918,67811,On Time,1264.98
5412674107,88111697,2024-10-06 21:41:05,2024-10-06,Cash,6627,15617,On Time,2646.85
1536516619,15631726,2023-11-25 07:50:28,2023-11-25,Wallet,7699,44378,On Time,3466.59
3858907413,89910157,2023-07-27 18:31:30,2023-07-27,Cash,6852,29907,On Time,3427.43
4976389251,79478655,2023-09-05 10:02:35,2023-09-05,Card,2957,89142,On Time,1146.95
2218319201,40587811,2024-11-01 02:59:02,2024-11-01,Wallet,4034,957,On Time,1216.48
6729422433,68159723,2023-07-19 13:45:45,2023-07-19,UPI,2847,99898,Slightly Delayed,3405.78
1354097448,98687927,2023-06-21 17:33:21,2023-06-21,Card,4903,10089,On Time,3401.69
8952275304,81174361,2024-08-31 08:12:32,2024-08-31,Cash,2943,95373,On Time,2474.23
436603801,54619715,2023-12-28 09:54:53,2023-12-28,Cash,6877,64535,On Time,838.89
5273875984,9278983,2023-05-31 03:32:44,2023-05-31,Cash,9153,60888,Slightly Delayed,2682.38
9290203003,21573815,2024-04-01 12:19:55,2024-04-01,Cash,4658,44829,On Time,2133.39
6240982373,91243571,2023-04-26 03:12:48,2023-04-26,Cash,8894,16774,On Time,3393.08
2718348206,5763963,2023-11-08 10:22:06,2023-11-08,UPI,4202,66580,On Time,632.43
4903544026,57331847,2024-05-11 04:29:41,2024-05-11,Cash,3828,7486,On Time,3778.46
2827266949,93675757,2024-09-17 07:51:52,2024-09-17,Card,2763,24708,Slightly Delayed,3334.82
4278423074,67708491,2023-12-17 04:48:47,2023-12-17,Cash,9896,23667,On Time,1073.53
645916247,76857266,2023-10-10 02:52:20,2023-10-10,Cash,8801,98927,Significantly Delayed,4465.9
5816647866,81420960,2024-09-26 05:13:41,2024-09-26,Cash,6850,84702,Significantly Delayed,2323.45
7282397914,97825663,2024-07-14 01:15:08,2024-07-14,Cash,8481,26008,On Time,2043.65
3260611473,12832151,2024-02-06 13:34:26,2024-02-06,Cash,134,28392,Significantly Delayed,2731.48
8638163868,87718744,2023-06-07 03:25:59,2023-06-07,Card,3056,29019,On Time,4272.81
177850987,51174875,2023-11-07 14:08:48,2023-11-07,UPI,6015,61247,On Time,1934.67
9653859166,32987624,2023-03-16 19:23:51,2023-03-16,Wallet,1941,72058,Slightly Delayed,2978.36
9991338690,98444183,2024-07-29 11:34:33,2024-07-29,Cash,7390,50037,On Time,3273.99
1714593246,27698051,2024-10-20 09:52:38,2024-10-20,Wallet,5149,11180,On Time,1100.8
9742461226,34095555,2024-01-01 00:24:00,2024-01-01,UPI,4294,16877,On Time,949.56
3314393477,55170753,2024-10-26 13:36:56,2024-10-26,Cash,7079,37197,On Time,934.75
4188317986,42366724,2023-03-20 01:44:55,2023-03-20,Wallet,1086,48031,Slightly Delayed,3448.71
1646665366,51387106,2024-07-26 18:45:20,2024-07-26,Wallet,3097,59753,Slightly Delayed,1086.27
9558804585,82700270,2024-03-15 11:58:19,2024-03-15,Card,4925,32740,Slightly Delayed,848.94
9047652469,71902700,2024-08-05 03:13:47,2024-08-05,Card,7572,27774,On Time,370.06
2893800377,57892837,2024-03-22 11:38:50,2024-03-22,Card,4427,54327,On Time,1966.14
6139157985,88517890,2024-02-03 13:33:26,2024-02-03,Wallet,3303,23927,Significantly Delayed,1623.51
6029394789,7591711,2023-04-30 06:03:14,2023-04-30,UPI,637,28593,Slightly Delayed,2118.04
5874940276,38875754,2024-04-11 06:28:42,2024-04-11,UPI,4821,22218,On Time,546.43
5205211911,57662767,2024-09-27 18:32:45,2024-09-27,Cash,4724,38835,Slightly Delayed,1098.4
5314758068,48776805,2024-02-03 00:17:30,2024-02-03,Card,7386,68342,Slightly Delayed,4183.29
484869710,6756256,2023-09-09 11:46:42,2023-09-09,Cash,6690,41598,On Time,1429.34
9957728938,25915909,2024-08-05 21:29:11,2024-08-05,UPI,2506,64839,Significantly Delayed,1445.95
3136056666,57770044,2024-04-29 03:24:15,2024-04-29,UPI,8159,60976,Slightly Delayed,211.25
4926104391,47206881,2023-10-24 07:42:01,2023-10-24,Wallet,1174,13060,Slightly Delayed,2029.88
1827844756,16785724,2023-04-07 11:32:25,2023-04-07,UPI,3271,78517,On Time,3372.28
7032037874,57291761,2024-06-13 19:06:38,2024-06-13,UPI,8519,59618,On Time,1694.99
3779230503,46699982,2023-07-11 05:19:38,2023-07-11,Card,1580,52785,On Time,2781.39
3473012553,89669139,2024-02-16 21:32:26,2024-02-16,Card,8375,99684,Significantly Delayed,5062.8
7988504487,8164639,2024-05-14 11:32:09,2024-05-14,Wallet,2304,86506,On Time,3511.92
7193792738,84572019,2024-06-05 15:34:59,2024-06-05,Card,8782,91241,On Time,2817.36
1533583386,35912599,2023-08-28 20:16:24,2023-08-28,Wallet,8166,40902,On Time,4869.76
