customer_id,area,registration_date,customer_segment,total_orders,avg_order_value
92123198,Bidar,2023-08-30,Regular,8,224.01
77306672,Motihari,2024-09-16,Regular,20,456.24
67696145,Bettiah,2023-06-06,Regular,18,482.94
29902416,Tenali,2023-07-17,Inactive,18,1010.11
11446157,Shimoga,2024-09-18,Inactive,8,400.97
84377964,Tezpur,2024-10-24,Inactive,13,1458.37
12591752,Singrauli,2023-05-28,Inactive,14,740.4
4940671,Silchar,2024-06-17,Inactive,7,494.03
88111697,Ballia,2024-01-30,Regular,4,1731.14
98241853,Vellore,2024-04-25,Premium,19,1203.76
75482,Korba,2024-09-19,Regular,13,1938.38
6291143,Yamunanagar,2023-08-05,Inactive,19,1934.37
20209237,Shimoga,2024-02-11,Regular,19,1121.1
85435560,Ludhiana,2024-07-28,Inactive,8,1309.0
68063317,Muzaffarnagar,2024-10-21,Inactive,4,1316.23
82594354,Avadi,2024-01-04,Regular,7,321.8
51040116,Berhampur,2023-11-14,Regular,11,783.03
78053306,Visakhapatnam,2024-06-27,Inactive,6,1037.09
66761643,Anand,2023-05-07,Regular,20,1432.01
81932548,Etawah,2024-10-31,Premium,12,1508.41
19682060,Jehanabad,2024-02-12,Inactive,4,850.2
1719710,Giridih,2023-06-26,New,2,1332.82
74195536,Amaravati,2024-10-09,Premium,5,650.62
15534747,Kadapa,2023-09-19,Inactive,15,362.34
95558510,Bhind,2023-06-25,Inactive,5,466.28
767523,Vasai-Virar,2023-05-27,Inactive,13,1737.28
55056284,Ichalkaranji,2024-05-13,Inactive,11,373.44
86167288,Nagpur,2023-08-14,Inactive,1,1049.94
96511007,Dindigul,2024-06-26,New,14,1243.4
31084686,Aurangabad,2024-06-20,Regular,4,893.55
99594960,Madanapalle,2023-06-12,Inactive,16,1475.23
53815931,Jaipur,2023-07-19,Inactive,17,1739.94
21597477,Bhopal,2023-09-21,Inactive,18,246.42
243838,Visakhapatnam,2024-05-16,New,11,1158.27
15484407,Kakinada,2024-06-11,Premium,18,560.95
21677923,Kakinada,2023-07-18,New,17,465.55
24845814,Raipur,2023-03-31,Regular,17,423.79
99893898,Berhampore,2023-11-22,New,16,365.4
95856869,Tirupati,2024-03-08,New,12,531.83
40275138,Bathinda,2024-01-05,Inactive,18,1468.32
12814732,Karaikudi,2023-05-26,Regular,8,1473.36
4057678,Kadapa,2023-05-27,Inactive,19,882.63
46682777,Medininagar,2024-07-02,Inactive,10,600.09
10562528,Udaipur,2024-07-11,Premium,12,887.02
31978160,Saharanpur,2024-05-01,New,8,1881.61
14207332,Aligarh,2024-01-03,Regular,18,1263.17
76019750,Thiruvananthapuram,2024-01-04,New,20,310.83
36833857,Silchar,2024-02-26,Premium,7,1882.18
84275450,Nellore,2024-03-10,Premium,17,239.05
6367136,Rohtak,2024-02-17,Regular,18,1662.44
27049432,Nagaon,2023-07-08,Premium,1,1866.16
69863493,Junagadh,2023-06-09,Regular,6,1620.01
35349582,Bhilai,2024-01-28,Premium,6,932.85
20148223,Kamarhati,2023-05-26,Inactive,5,599.99
46684081,Ghaziabad,2023-04-01,Premium,11,1225.01
49795571,Loni,2024-03-08,Premium,13,401.72
44935198,Tumkur,2023-12-05,New,14,973.32
74515162,Durgapur,2024-08-19,New,10,1605.13
54885705,Amritsar,2024-03-30,Premium,13,432.05
96793479,Ambarnath,2024-08-23,Inactive,18,1185.01
87335844,Shivpuri,2023-06-29,Premium,11,1770.89
67340606,Tirunelveli,2024-06-20,Premium,6,263.58
72667140,Mysore,2023-07-30,Premium,9,1106.22
71956734,Adoni,2024-07-04,New,8,1219.73
8536503,Ramagundam,2023-04-19,Regular,9,399.57
70179018,Bhiwani,2024-09-11,New,5,1725.79
68219091,Ongole,2024-10-04,Regular,16,529.87
71890882,Fatehpur,2024-03-16,Premium,6,907.37
44928499,Ramgarh,2023-04-09,New,10,915.27
35302195,Maheshtala,2023-04-03,New,16,420.19
25641500,Sultan Pur Majra,2024-10-20,Premium,18,241.19
29272253,Kolhapur,2024-09-19,New,18,1282.7
30643619,Shimla,2024-03-31,Inactive,5,1084.47
40800762,Pallavaram,2023-10-30,Inactive,10,1781.9
74212242,Allahabad,2023-10-12,Premium,2,1065.52
30265929,Nizamabad,2024-08-04,Premium,15,1388.33
22321208,Ballia,2024-10-02,Regular,18,558.66
60385293,Medininagar,2024-02-22,Premium,17,228.44
94137242,Bhagalpur,2023-04-17,New,14,1592.85
45477575,Vellore,2024-01-05,Inactive,4,327.93
9401406,Panipat,2023-11-18,Regular,14,792.74
21948041,Bhavnagar,2024-03-21,New,13,1381.95
39968800,Malda,2023-09-29,New,19,1877.55
29097987,Hosur,2024-04-23,Inactive,12,224.41
83304571,Dharmavaram,2023-11-27,New,19,1772.47
69126963,Mirzapur,2024-02-21,Premium,19,1352.41
26903313,Bhimavaram,2023-04-25,Regular,1,284.0
50899600,Bettiah,2023-11-15,New,1,989.49
12988801,Gurgaon,2024-09-02,New,8,1179.5
85869195,Rajpur Sonarpur,2024-07-10,Regular,2,1125.96
76327561,Adoni,2023-08-14,Inactive,5,553.12
54580166,Silchar,2023-08-11,Regular,8,1024.69
15931134,Darbhanga,2024-03-10,Inactive,5,760.9
79919160,Silchar,2023-12-30,Premium,8,565.61
5763963,Pimpri-Chinchwad,2023-03-30,Regular,12,1118.82
75213636,Sonipat,2024-07-01,Inactive,5,1482.83
16543242,Darbhanga,2023-06-05,Premium,6,1523.88
61568565,Yamunanagar,2024-10-25,New,2,1943.51
42227189,Sonipat,2024-03-14,Regular,19,723.21
23996221,Ramagundam,2023-10-10,Inactive,7,1783.28
76309170,Bhind,2023-11-26,Regular,18,1824.43
78157360,Udaipur,2024-08-05,Regular,20,1310.87
49833888,Parbhani,2024-03-31,Inactive,3,1908.42
60591625,Delhi,2023-07-30,New,8,374.61
5238055,Guntur,2024-01-29,Regular,3,1166.67
25221501,Orai,2023-09-09,Regular,20,1935.84
71905368,Bathinda,2023-05-24,Premium,7,479.45
54057428,Panvel,2023-11-28,New,13,1564.34
68475914,Kishanganj,2023-10-27,Inactive,6,1615.84
48358028,Gudivada,2024-05-08,Premium,14,1852.36
43367112,Gopalpur,2023-12-14,New,19,1861.66
69034027,Nagaon,2024-06-02,Regular,4,1230.08
7687234,Naihati,2024-09-27,Inactive,18,892.0
97411107,Medininagar,2024-07-26,New,18,1406.97
9423628,Malegaon,2023-09-03,Inactive,19,1911.7
72797175,Loni,2023-11-17,Regular,7,426.09
38875754,Ambattur,2023-08-12,Premium,9,237.42
49881540,Kottayam,2024-09-13,Inactive,10,1134.6
13462905,Farrukhabad,2023-03-23,Premium,14,809.44
37556526,Farrukhabad,2024-06-14,Inactive,18,1200.18
52032226,Jodhpur,2023-08-26,Premium,19,1551.39
75289676,Bardhaman,2023-07-20,Inactive,19,1170.53
9274874,Arrah,2024-09-26,Regular,20,792.52
36428139,Nagaon,2024-04-09,Premium,15,619.69
51994597,Mira-Bhayandar,2024-08-23,Regular,12,1591.21
95309983,Solapur,2024-09-07,New,15,1990.83
2391900,Bhagalpur,2024-09-26,New,17,897.78
82425179,Kakinada,2024-06-13,Regular,17,1532.5
45868300,Ratlam,2023-08-24,Premium,7,584.9
1855421,Kadapa,2023-06-30,Inactive,10,260.2
87256913,Bhiwandi,2024-10-01,Regular,10,990.58
15545780,Ambala,2024-04-13,Regular,18,1268.44
20951294,Anantapur,2023-08-29,Premium,4,223.45
11636968,Srinagar,2024-09-21,Inactive,1,1574.94
86636273,Chinsurah,2023-07-15,Inactive,13,529.61
40593638,Purnia,2023-12-12,Premium,18,1146.85
701493,Shahjahanpur,2024-02-11,Inactive,2,290.07
29664214,Chennai,2024-01-08,Regular,13,553.65
26278566,Satna,2024-01-25,New,14,1739.84
87251489,Thane,2024-03-04,Premium,9,1940.4
67465084,Ratlam,2023-11-02,Premium,20,1001.97
83236183,Panihati,2023-03-26,New,20,1145.01
66710182,Korba,2024-03-18,Inactive,11,1751.48
93507573,Purnia,2024-10-23,Premium,2,555.78
8733344,Jammu,2024-02-02,Premium,10,1152.02
73098723,Coimbatore,2024-02-22,New,1,474.41
49050014,Ludhiana,2023-11-15,Premium,8,1589.25
98144693,Kota,2024-11-04,Premium,10,701.68
43034188,Sirsa,2024-01-28,Inactive,2,1638.62
77673290,Sagar,2024-11-04,Premium,7,1881.39
41494517,Latur,2024-04-09,Inactive,10,860.07
85233498,Bijapur,2024-06-17,New,4,1715.9
79592021,Chittoor,2024-02-16,Regular,1,291.29
40104482,Morbi,2023-08-19,New,5,1632.94
1469696,Jalna,2023-06-24,Premium,6,1784.79
21658322,Maheshtala,2024-07-29,Regular,5,1416.06
55094848,Madanapalle,2023-04-02,Premium,14,422.78
15897933,Jabalpur,2023-03-18,Regular,1,1221.23
8138417,Nangloi Jat,2024-06-28,Premium,7,1446.82
24581427,Ahmednagar,2023-08-20,Premium,3,747.9
73428596,Kakinada,2023-08-18,Inactive,16,808.24
95428692,Motihari,2023-03-21,New,14,1834.38
51048402,Ahmedabad,2024-02-13,Premium,12,895.49
13455530,Saharsa,2024-04-05,Inactive,3,1812.55
62742184,Nandyal,2023-10-21,Premium,15,1518.76
26285589,Yamunanagar,2024-10-29,New,15,535.12
31991019,New Delhi,2023-09-28,Regular,12,1231.06
52862822,Anand,2024-07-16,Regular,14,491.28
2365348,Siwan,2024-09-23,Regular,11,1133.51
62917794,Bharatpur,2024-02-12,Regular,16,1686.74
49806393,Latur,2023-03-31,Regular,5,1229.25
65382130,Ahmednagar,2023-06-24,Regular,18,557.2
97111119,Tiruchirappalli,2024-09-11,Regular,13,1047.73
48268435,Ramagundam,2024-04-05,Inactive,15,1670.86
10796846,Tiruvottiyur,2024-06-10,Regular,2,1548.31
31233120,Lucknow,2024-05-03,Regular,2,555.76
4192351,Nandyal,2024-01-20,Inactive,17,625.36
9347990,Nizamabad,2024-04-01,Premium,6,492.04
46699982,Ulhasnagar,2023-10-10,Inactive,19,1171.6
46515922,Ghaziabad,2024-09-05,Regular,16,950.75
2164524,Rohtak,2023-04-16,Inactive,1,754.95
94854830,Kochi,2023-07-27,Inactive,5,415.65
53886685,Bhimavaram,2024-05-01,New,11,1066.86
89223620,Amravati,2023-07-21,Inactive,17,579.91
17597449,Guna,2023-04-06,Inactive,15,229.4
14167111,Kishanganj,2023-08-03,New,18,963.9
93867669,Khammam,2024-02-21,Inactive,10,1954.42
8886587,Moradabad,2023-08-27,Regular,4,951.65
53292177,Panihati,2024-10-27,Inactive,3,1449.4
66130660,Gandhinagar,2024-04-20,New,1,1673.4
29562254,Jaunpur,2023-07-19,Inactive,19,1290.14
40703374,Nandyal,2024-09-02,Regular,10,1934.68
18259715,Pudukkottai,2023-05-14,Regular,9,1731.11
63184222,Kharagpur,2024-01-04,Inactive,15,1035.69
5540556,Gangtok,2023-08-28,Regular,13,273.47
36587003,Tumkur,2023-03-31,New,5,1759.74
55028958,Howrah,2023-05-10,New,17,1168.29
86995126,Durgapur,2023-06-12,New,10,316.82
22358567,Faridabad,2023-04-02,Inactive,8,638.86
10745302,Indore,2023-10-26,Premium,5,1530.95
31410886,Sasaram,2024-05-20,Inactive,9,757.75
80476444,Eluru,2024-05-27,Premium,1,1677.06
98709982,Dehri,2024-04-11,Inactive,1,1704.93
36142455,Katni,2023-03-19,Premium,6,1476.25
71607166,Rohtak,2023-09-18,Inactive,11,1251.88
6622751,Thiruvananthapuram,2024-06-10,Inactive,9,598.89
77217240,Karawal Nagar,2024-09-11,Premium,9,414.76
31537100,Kozhikode,2024-02-16,Regular,13,917.32
38969732,Pune,2024-09-08,New,10,1501.23
81091233,Durgapur,2024-04-24,Regular,4,1993.07
13424885,Malda,2024-01-14,Premium,8,358.46
91789216,Thane,2024-01-05,New,15,1708.89
25661033,Miryalaguda,2023-05-23,New,3,1020.5
24153726,Orai,2024-06-19,Premium,16,546.12
87222820,Ulhasnagar,2023-03-25,Inactive,13,497.66
79628054,Pondicherry,2024-10-25,Premium,5,1737.81
99156138,Morbi,2023-06-10,Regular,19,911.74
6150721,Panihati,2023-11-07,New,2,1705.17
12531927,Bhiwandi,2024-05-12,New,20,1511.87
87200291,Ichalkaranji,2024-02-03,Inactive,12,526.58
34897081,Shahjahanpur,2023-07-22,Premium,18,425.92
68754962,Khammam,2023-10-26,Inactive,2,512.27
38613642,Erode,2024-11-03,Regular,16,1380.08
70589930,Sambalpur,2023-09-29,Premium,12,985.23
93937586,Medininagar,2023-07-04,New,1,651.43
8817168,Mehsana,2023-08-19,Inactive,7,1382.39
85763665,Sikar,2024-06-26,Premium,13,1062.57
39423691,Chandrapur,2024-05-28,New,18,332.84
17675915,Varanasi,2024-01-18,Inactive,4,1146.18
59141605,Motihari,2024-07-10,New,15,1739.58
89418072,Deoghar,2024-10-11,Regular,18,1748.85
89412038,Kharagpur,2023-09-09,New,7,937.66
14632090,Miryalaguda,2024-03-31,Regular,15,1620.46
70220141,Sambalpur,2024-03-24,Premium,13,469.6
79298972,Nadiad,2023-06-25,Regular,5,1975.13
78572233,Siwan,2023-10-26,Regular,7,1845.28
91382237,Bhiwani,2024-03-18,Regular,4,1790.07
25659794,Buxar,2023-05-25,Inactive,11,1192.81
88203688,Chittoor,2023-04-16,New,9,1570.98
60732869,Rajahmundry,2023-04-08,New,17,1140.22
40563029,Chandigarh,2024-08-23,Inactive,12,1203.36
34237583,Hapur,2024-09-08,New,1,231.43
51174875,Saharsa,2023-05-26,Inactive,7,1276.61
41261495,Bhagalpur,2024-10-20,Inactive,5,687.71
46876240,Vijayanagaram,2023-06-16,Premium,5,1588.64
20940403,Dhule,2023-05-08,Premium,11,1511.1
52234494,Bhopal,2023-07-25,Premium,4,766.95
25503067,Alwar,2023-08-15,New,1,1257.76
3491230,Khora ,2023-06-01,New,14,226.62
16420489,Nandyal,2024-04-01,New,14,1368.05
57291761,Pallavaram,2024-08-29,Regular,8,1338.09
21573815,Allahabad,2023-09-26,Premium,2,206.87
82854537,Varanasi,2024-05-05,Inactive,2,1027.48
88684966,Surat,2024-07-08,New,10,711.72
65143359,Bhind,2024-02-17,Premium,14,1071.2
77625089,Rourkela,2023-10-23,New,1,1879.39
8361353,Bhiwani,2024-02-17,New,3,632.74
95269737,Machilipatnam,2024-03-10,Regular,19,413.46
83701325,Dehradun,2023-04-11,Premium,10,1515.8
98667584,Jaipur,2024-10-27,Premium,8,1072.65
51476157,Burhanpur,2024-08-21,Inactive,10,1033.16
2848415,Aurangabad,2024-07-13,Inactive,9,1798.13
71235336,Bokaro,2024-01-30,Regular,16,248.21
79206969,Jamalpur,2023-11-17,Regular,1,721.13
27971619,Mirzapur,2023-10-11,New,3,1691.32
66427343,Dewas,2023-08-25,Premium,17,265.15
50392139,Jamnagar,2024-07-02,Inactive,16,991.26
46088132,Sasaram,2024-05-09,New,13,321.43
61226563,Vadodara,2024-01-06,Regular,5,417.98
5386246,Kadapa,2023-05-19,Inactive,5,1741.42
97739583,Hapur,2023-07-21,Inactive,17,1522.55
67711384,Bilaspur,2024-09-06,Premium,8,700.6
77320193,Jalgaon,2024-10-03,Premium,4,1568.02
44409533,Tadipatri,2024-03-10,New,12,1728.95
84287579,Raurkela Industrial Township,2023-11-14,Premium,4,1655.6
25595836,Orai,2023-10-22,New,18,314.17
17681645,Bhagalpur,2023-12-21,Premium,15,1381.26
95364457,Ramagundam,2024-02-21,Premium,13,1137.59
23348269,Ahmednagar,2024-02-28,Inactive,9,1251.82
95858939,Raiganj,2023-10-19,Regular,8,1823.58
46313756,Kolhapur,2023-03-26,Premium,10,1245.36
38694209,Uluberia,2024-08-23,Premium,20,1335.82
54680459,Vijayanagaram,2023-08-29,Regular,8,585.9
67952740,Raebareli,2024-07-17,Regular,19,319.1
90665975,Nangloi Jat,2023-09-24,Inactive,15,271.25
35237846,Guna,2023-09-11,Premium,20,1968.65
85476508,Pallavaram,2024-05-22,Inactive,18,1607.33
20122449,Cuttack,2024-01-22,New,12,1298.4
40392019,Eluru,2024-02-08,Premium,8,1419.8
25587553,Imphal,2023-09-24,Regular,12,689.82
27727819,Nagercoil,2023-10-28,Inactive,8,1175.48
65396354,Hindupur,2023-03-18,Inactive,20,1738.21
84953008,Bongaigaon,2024-09-09,Inactive,3,1187.65
22081691,Satara,2023-11-16,New,13,361.38
77086074,Hazaribagh,2023-12-02,Regular,3,737.0
13978108,Kota,2024-03-16,Premium,7,1307.21
3421258,Kota,2024-06-19,Premium,19,806.62
82160592,Chittoor,2023-12-31,New,15,568.11
4458329,Mira-Bhayandar,2024-07-01,Inactive,10,1617.0
92038780,Pallavaram,2023-08-03,Premium,12,445.0
63376126,Kollam,2024-10-30,Inactive,2,1176.22
62816600,Kavali,2024-04-24,Inactive,2,1790.22
25713335,Chennai,2024-02-10,New,16,1362.71
58111297,Sambalpur,2023-08-16,Regular,20,1149.62
22571994,Bihar Sharif,2024-07-08,Regular,2,912.9
47711422,Bhatpara,2023-10-26,Inactive,20,1234.7
35885052,Bhiwandi,2023-09-24,Inactive,1,1838.87
51503088,Kumbakonam,2024-02-23,New,20,1651.36
47043878,Bilaspur,2024-06-13,Premium,18,1411.67
72495274,Aizawl,2024-01-30,New,11,1364.51
6081270,Gaya,2024-08-17,Inactive,15,969.51
38048329,Pali,2024-10-01,New,1,904.76
69089982,Noida,2024-09-16,Inactive,5,1831.09
59909004,Haridwar,2023-11-09,New,15,731.88
79607319,Indore,2023-08-31,New,6,942.14
66742602,Jalna,2023-07-01,New,14,1981.09
24032469,Muzaffarnagar,2023-11-07,New,14,814.5
65772743,Erode,2024-08-02,Regular,14,1780.68
15661901,Kumbakonam,2024-10-31,Regular,1,764.57
21866852,Guwahati,2023-11-14,Premium,18,1480.38
79478655,Silchar,2024-08-15,Regular,9,1845.26
13164195,Durg,2023-11-26,Premium,17,786.74
38565569,Anantapuram,2024-03-01,Premium,5,1765.01
10225164,Dehri,2024-09-25,Inactive,20,491.07
72946405,Kulti,2024-02-07,Premium,6,1287.78
97557157,Bardhaman,2024-01-22,Regular,1,800.21
32595806,Chandigarh,2024-05-30,Inactive,19,442.13
53100521,Gandhidham,2024-03-02,Inactive,3,982.11
59252433,Karaikudi,2024-09-20,Regular,1,990.53
59890331,Chennai,2024-11-01,Premium,16,552.68
95001589,Asansol,2024-08-23,Regular,20,1788.42
53076417,Malda,2024-02-23,Inactive,6,411.27
82286725,Orai,2024-10-17,Premium,18,1322.85
13383642,Mumbai,2024-04-02,Regular,16,1114.11
52215833,Sirsa,2024-09-27,Regular,5,305.65
67271824,Salem,2024-09-13,Inactive,11,1765.06
78903046,Karawal Nagar,2023-04-16,Regular,7,1371.83
90021871,Thiruvananthapuram,2023-08-04,Regular,2,1907.98
97286925,Vellore,2023-08-30,Inactive,20,617.71
6186471,Chittoor,2024-09-18,New,17,1619.95
5039883,Purnia,2023-12-19,Inactive,15,610.99
90882023,Begusarai,2023-06-12,Premium,11,1137.49
33295496,Haldia,2024-01-12,Premium,14,1136.17
72393904,Mumbai,2024-07-25,Inactive,8,1920.6
15830066,Mira-Bhayandar,2024-10-18,New,19,936.66
93341057,Maheshtala,2023-10-15,Inactive,20,1783.53
64106072,Deoghar,2023-04-13,Inactive,3,1704.43
62742797,Fatehpur,2023-08-30,Premium,13,979.11
79591237,Thane,2023-12-23,Premium,6,1695.64
59095971,Amroha,2023-09-08,Inactive,15,311.21
34768050,Dhanbad,2023-11-21,Inactive,17,1358.51
15221182,Visakhapatnam,2023-08-19,Inactive,11,1871.46
66655397,Pali,2023-04-23,New,5,775.85
63971358,Mau,2023-06-24,Regular,2,1159.84
38615653,Motihari,2024-03-30,Regular,8,1501.01
30192942,Jodhpur,2024-02-04,Premium,8,1400.72
4444673,Srikakulam,2023-06-24,New,15,584.69
25850478,Danapur,2024-04-05,Inactive,2,679.32
50484778,Kanpur,2024-05-16,Inactive,2,1495.86
30891209,Gudivada,2024-07-22,New,1,1815.35
91144803,Imphal,2023-09-16,Regular,16,650.17
79764621,Rajahmundry,2023-05-15,Premium,5,1830.61
87823209,Tadepalligudem,2023-04-08,Inactive,18,983.94
26432512,Khora ,2023-12-17,New,18,1092.52
34526570,Mysore,2024-07-29,New,19,847.76
35358395,Dindigul,2023-10-05,Inactive,12,787.28
20634789,Chinsurah,2024-07-02,New,12,1223.43
11047835,Tinsukia,2024-01-31,Regular,6,573.38
17201639,Korba,2023-05-23,New,15,1472.23
87718744,Bathinda,2023-09-29,Regular,6,863.84
75474920,Serampore,2024-10-20,Regular,18,569.23
57956497,Kurnool,2024-10-05,Inactive,1,460.65
14114543,Muzaffarnagar,2023-03-29,Inactive,20,659.52
5043760,Davanagere,2023-11-28,Regular,2,1154.94
66359719,Nagercoil,2024-05-20,Regular,2,949.36
32656885,Durgapur,2023-08-01,New,1,309.43
2457734,Ahmednagar,2023-05-27,Premium,12,923.06
9702217,Shahjahanpur,2024-09-17,New,6,1209.86
55425478,Surendranagar Dudhrej,2024-07-05,Inactive,12,1605.51
50781611,Nagpur,2023-05-24,Regular,16,315.86
39150258,Gandhinagar,2023-04-19,Inactive,17,945.82
77035814,Bhimavaram,2023-06-03,Inactive,11,585.35
35459748,Firozabad,2024-01-29,Inactive,12,288.29
7728356,Raebareli,2024-03-18,New,10,202.43
75632045,Silchar,2023-08-10,Regular,15,1268.29
40667183,Bidar,2024-09-09,New,19,1815.79
63368244,Danapur,2024-08-01,New,19,1245.73
16448993,Korba,2023-09-19,Inactive,14,1691.92
3096845,Guntakal,2023-10-22,New,20,336.81
26863280,Rajkot,2023-11-25,Inactive,8,301.34
28428852,Mira-Bhayandar,2023-04-11,Inactive,7,872.25
37691544,Darbhanga,2024-10-15,Inactive,15,1599.46
70976153,Ahmednagar,2024-03-01,New,7,1480.3
25287111,Thane,2024-02-25,Inactive,9,581.43
82900175,Baranagar,2023-06-01,New,17,334.16
93699264,Hubli–Dharwad,2023-10-14,Inactive,17,1846.48
73869823,Mysore,2023-05-18,Regular,8,1225.49
32293017,Gudivada,2024-01-21,Inactive,16,691.29
44030130,Ghaziabad,2024-07-31,Regular,4,904.08
1200365,Thane,2023-06-21,Regular,1,1170.74
96903782,Kakinada,2024-01-12,Regular,5,504.83
35278126,Tumkur,2023-12-24,Premium,12,1956.57
6756256,Bellary,2023-07-06,Premium,13,1902.9
