order_id,product_id,quantity,unit_price,product_name,category,brand,mrp,margin_percentage,shelf_life_days,line_sales
8126970833,700048,3,141.28,Dish Soap,Household Care,Khalsa-Bhavsar,188.37,25.0,365,423.84000000000003
9747814712,256783,2,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege",1394.68,35.0,365,1813.08
6281619403,131136,2,37.8,Salt,Grocery & Staples,Deshpande-Rama,44.47,15.0,365,75.6
436184281,15314,3,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,723.56,20.0,7,1736.5500000000002
9799231260,39154,3,946.86,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",1262.48,25.0,3,2840.58
4071811527,661577,1,720.95,Cat Food,Pet Care,Majumdar PLC,1109.15,35.0,365,720.95
5645359563,723678,3,675.46,Dog Food,Pet Care,"Lall, Datta and Swamy",1039.17,35.0,365,2026.38
9411813703,557908,3,942.37,Vitamins,Pharmacy,Sundaram Inc,1177.96,20.0,365,2827.11
4270217473,336847,2,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1249.31,25.0,365,1873.96
279851011,34186,3,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,1234.2,25.0,3,2776.95
6260524887,94225,2,77.11,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",102.81,25.0,365,154.22
5853998391,257719,2,281.73,Eggs,Dairy & Breakfast,Chaudhuri PLC,352.16,20.0,7,563.46
9931976872,118820,3,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",17.6,30.0,180,36.96
8432209832,336847,1,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1249.31,25.0,365,936.98
6023721507,327290,1,862.28,Sugar,Grocery & Staples,Nadkarni Inc,1014.45,15.0,365,862.28
3042338919,679284,3,877.89,Cough Syrup,Pharmacy,Pant LLC,1097.36,20.0,365,2633.67
233646065,803607,1,949.73,Soap,Personal Care,"Kadakia, Mohan and Sathe",1461.12,35.0,365,949.73
9870610018,615545,2,448.16,Soap,Personal Care,Barman Inc,689.48,35.0,365,896.32
1398230967,951463,3,787.4,Pet Treats,Pet Care,Balakrishnan-Kaur,1211.38,35.0,365,2362.2
8615488922,566052,3,87.3,Pain Reliever,Pharmacy,"Apte, Soman and Raju",109.12,20.0,365,261.9
2748841057,552496,2,508.0,Dish Soap,Household Care,Dhar PLC,677.33,25.0,365,1016.0
1375867721,500633,3,154.5,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,193.12,20.0,7,463.5
8595141097,274207,1,328.51,Cough Syrup,Pharmacy,"Savant, Batta and Mander",410.64,20.0,365,328.51
4673382071,256783,1,906.54,Pet Treats,Pet Care,"Basu, Thakur and Rege",1394.68,35.0,365,906.54
2948696008,131937,2,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",479.68,40.0,180,575.62
6839692624,67197,2,552.2,Butter,Dairy & Breakfast,Shetty-Bora,690.25,20.0,7,1104.4
5770951298,329351,3,310.87,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",388.59,20.0,7,932.61
5084771819,154179,2,582.87,Pain Reliever,Pharmacy,"Barad, Devi and Andra",728.59,20.0,365,1165.74
422403644,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,233.12,15.0,365,198.15
7176758896,492958,2,84.2,Lotion,Personal Care,Acharya PLC,129.54,35.0,365,168.4
8252905093,647462,3,326.42,Lotion,Personal Care,"Balan, Samra and Sekhon",502.18,35.0,365,979.26
1488561572,585299,1,799.46,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",1229.94,35.0,365,799.46
6212984517,853932,1,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,1344.56,30.0,365,941.19
6309784337,120532,1,697.53,Wheat Flour,Grocery & Staples,Nazareth Ltd,820.62,15.0,365,697.53
4613890018,490602,1,549.47,Sugar,Grocery & Staples,Raghavan Inc,646.44,15.0,365,549.47
3429728472,851978,1,715.72,Vitamins,Pharmacy,Parsa-Bala,894.65,20.0,365,715.72
267738904,606256,2,369.28,Frozen Biryani,Instant & Frozen Food,Agate Ltd,615.47,40.0,180,738.56
3850416839,697683,3,123.74,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",164.99,25.0,365,371.21999999999997
3412702479,444361,3,822.63,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",1028.29,20.0,365,2467.89
2016183232,14145,3,630.84,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",841.12,25.0,3,1892.52
3810280204,880510,3,951.43,Bread,Dairy & Breakfast,Roy-Char,1189.29,20.0,7,2854.29
2416767295,284460,1,505.95,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",674.6,25.0,3,505.95
2283439407,376447,1,724.84,Butter,Dairy & Breakfast,Gara and Sons,906.05,20.0,7,724.84
4328802292,378676,2,881.42,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,1259.17,30.0,180,1762.84
7072715691,863930,2,242.57,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",373.18,35.0,365,485.14
5640741373,89084,2,598.83,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",748.54,20.0,7,1197.66
6931094066,461804,3,310.69,Sugar,Grocery & Staples,"Ghose, Ben and Divan",365.52,15.0,365,932.0699999999999
3417088709,366066,3,918.58,Soap,Personal Care,Mandal LLC,1413.2,35.0,365,2755.7400000000002
4424404315,313754,2,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",210.15,35.0,90,273.2
2444087306,366066,1,918.58,Soap,Personal Care,Mandal LLC,1413.2,35.0,365,918.58
486085268,354409,3,325.08,Pulses,Grocery & Staples,Bose-Pandit,382.45,15.0,365,975.24
1731312620,589812,1,163.03,Detergent,Household Care,Bir PLC,217.37,25.0,365,163.03
6475582506,140489,2,650.2,Soap,Personal Care,"Biswas, Kapoor and Patel",1000.31,35.0,365,1300.4
1868581378,552883,3,888.16,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",1184.21,25.0,3,2664.48
8884235937,859361,2,432.39,Shampoo,Personal Care,Mitter Group,665.22,35.0,365,864.78
4590662628,131937,2,287.81,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",479.68,40.0,180,575.62
992302540,993331,2,102.44,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",120.52,15.0,365,204.88
7169974633,153019,2,947.95,Onions,Fruits & Vegetables,Aurora LLC,1263.93,25.0,3,1895.9
6703651257,954722,1,616.45,Ice Cream,Instant & Frozen Food,Mohan-Virk,1027.42,40.0,180,616.45
7180810221,659290,3,319.34,Cheese,Dairy & Breakfast,Kapadia-D’Alia,399.17,20.0,7,958.02
7875587578,832348,1,831.43,Biscuits,Snacks & Munchies,Jani-Ram,1279.12,35.0,90,831.43
2578671497,118820,2,12.32,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",17.6,30.0,180,24.64
6284350691,112390,2,877.98,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",1350.74,35.0,365,1755.96
5383261788,557908,2,942.37,Vitamins,Pharmacy,Sundaram Inc,1177.96,20.0,365,1884.74
6590867973,712307,2,264.89,Orange Juice,Cold Drinks & Juices,Chana LLC,378.41,30.0,180,529.78
8787105023,398340,1,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",1086.55,40.0,180,651.93
1402916311,516376,2,877.43,Onions,Fruits & Vegetables,Agarwal-Dhar,1169.91,25.0,3,1754.86
9715205272,440875,2,275.03,Baby Wipes,Baby Care,Loyal Inc,392.9,30.0,365,550.06
3946852375,894539,3,445.48,Dish Soap,Household Care,"Pall, Sule and Sood",593.97,25.0,365,1336.44
3367039425,385113,1,816.38,Lotion,Personal Care,"Sampath, Mane and Mody",1255.97,35.0,365,816.38
687711388,542300,3,255.35,Popcorn,Snacks & Munchies,Gulati-Tandon,392.85,35.0,90,766.05
647012431,18035,2,968.94,Dish Soap,Household Care,Ramesh Inc,1291.92,25.0,365,1937.88
7143278295,647462,1,326.42,Lotion,Personal Care,"Balan, Samra and Sekhon",502.18,35.0,365,326.42
9736844695,564692,1,215.65,Cat Food,Pet Care,"Krishna, Bail and Dyal",331.77,35.0,365,215.65
5933289680,747801,2,277.76,Toilet Cleaner,Household Care,Saha-Vora,370.35,25.0,365,555.52
9494303116,336847,3,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1249.31,25.0,365,2810.94
9337878102,654623,3,422.14,Chips,Snacks & Munchies,Pradhan and Sons,649.45,35.0,90,1266.42
6872621077,228286,2,179.08,Cola,Cold Drinks & Juices,Bhattacharyya PLC,255.83,30.0,180,358.16
7330237253,677169,1,261.03,Cough Syrup,Pharmacy,Char-Divan,326.29,20.0,365,261.03
7942616242,970529,3,827.44,Diapers,Baby Care,"Kurian, Patla and Sanghvi",1182.06,30.0,365,2482.32
238520071,537274,2,702.71,Pet Treats,Pet Care,Lal-Chauhan,1081.09,35.0,365,1405.42
5812379362,833557,1,422.87,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",528.59,20.0,7,422.87
2616623847,853932,3,941.19,Baby Wipes,Baby Care,Ranganathan-Peri,1344.56,30.0,365,2823.57
2040854480,684939,1,727.95,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1119.92,35.0,365,727.95
5456484560,324809,1,608.0,Bread,Dairy & Breakfast,Sidhu PLC,760.0,20.0,7,608.0
883309006,131748,1,81.35,Dog Food,Pet Care,"Shroff, Wason and Dugar",125.15,35.0,365,81.35
6528341992,336847,2,936.98,Toilet Cleaner,Household Care,"Dayal, Mammen and More",1249.31,25.0,365,1873.96
3263203775,563740,1,96.33,Chips,Snacks & Munchies,Mann-Kapadia,148.2,35.0,90,96.33
3660010934,613942,3,545.0,Pet Treats,Pet Care,"Dyal, Saraf and Goel",838.46,35.0,365,1635.0
7944885043,760828,1,563.45,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",866.85,35.0,365,563.45
2506369831,144124,2,162.67,Detergent,Household Care,Lalla-Srinivasan,216.89,25.0,365,325.34
697061213,398340,2,651.93,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",1086.55,40.0,180,1303.86
7079057004,714999,2,882.51,Bread,Dairy & Breakfast,Kala Group,1103.14,20.0,7,1765.02
1556153632,739448,3,755.66,Dish Soap,Household Care,Mand-Choudhry,1007.55,25.0,365,2266.98
2161235338,704868,3,193.46,Detergent,Household Care,"Parikh, Oak and Kara",257.95,25.0,365,580.38
1247978468,712003,1,671.68,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",959.54,30.0,180,671.68
5437627061,679865,1,347.91,Wheat Flour,Grocery & Staples,Memon-Barad,409.31,15.0,365,347.91
9091960039,689769,1,46.62,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,77.7,40.0,180,46.62
619198317,194682,1,912.29,Iced Tea,Cold Drinks & Juices,Sastry-Issac,1303.27,30.0,180,912.29
9833179291,272170,2,140.8,Ice Cream,Instant & Frozen Food,Purohit Group,234.67,40.0,180,281.6
4148760273,51036,2,931.61,Baby Food,Baby Care,Karnik PLC,1330.87,30.0,365,1863.22
7206041763,124290,3,39.65,Lotion,Personal Care,Sachdev Group,61.0,35.0,365,118.94999999999999
690097648,291238,2,746.03,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",1147.74,35.0,90,1492.06
4197061567,621677,3,317.8,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,529.67,40.0,180,953.4000000000001
2009394836,237083,3,577.13,Cough Syrup,Pharmacy,Hayer-Banerjee,721.41,20.0,365,1731.3899999999999
277502363,667163,1,441.2,Orange Juice,Cold Drinks & Juices,Palla LLC,630.29,30.0,180,441.2
4356959622,91670,2,439.24,Dish Soap,Household Care,Barman-Ahluwalia,585.65,25.0,365,878.48
174306009,832348,1,831.43,Biscuits,Snacks & Munchies,Jani-Ram,1279.12,35.0,90,831.43
9582674091,433521,2,321.33,Diapers,Baby Care,Mahal Group,459.04,30.0,365,642.66
8675579025,317242,1,198.15,Pulses,Grocery & Staples,Rastogi Group,233.12,15.0,365,198.15
5195999941,34186,3,925.65,Mangoes,Fruits & Vegetables,Mandal-Kar,1234.2,25.0,3,2776.95
5210007923,492958,1,84.2,Lotion,Personal Care,Acharya PLC,129.54,35.0,365,84.2
6595771960,949818,3,483.05,Biscuits,Snacks & Munchies,Yohannan Inc,743.15,35.0,90,1449.15
4247338382,354409,1,325.08,Pulses,Grocery & Staples,Bose-Pandit,382.45,15.0,365,325.08
819143326,891833,2,493.19,Curd,Dairy & Breakfast,Mani PLC,616.49,20.0,7,986.38
3830844750,487065,3,374.68,Chips,Snacks & Munchies,Kadakia-Yadav,576.43,35.0,90,1124.04
1687314172,378287,2,332.84,Lemonade,Cold Drinks & Juices,Ramesh-Jain,475.49,30.0,180,665.68
6756007265,820973,1,114.52,Baby Wipes,Baby Care,Lall LLC,163.6,30.0,365,114.52
489762747,349294,2,934.75,Onions,Fruits & Vegetables,Ganesan Ltd,1246.33,25.0,3,1869.5
7509195875,704868,1,193.46,Detergent,Household Care,"Parikh, Oak and Kara",257.95,25.0,365,193.46
2370917070,500739,1,359.98,Bread,Dairy & Breakfast,Aggarwal Group,449.98,20.0,7,359.98
2055388266,107548,1,891.6,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",1273.71,30.0,180,891.6
8969304162,9436,2,88.43,Toothpaste,Personal Care,Naidu PLC,136.05,35.0,365,176.86
5412674107,644847,2,622.81,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",732.72,15.0,365,1245.62
1536516619,313754,3,136.6,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",210.15,35.0,90,409.79999999999995
3858907413,51036,1,931.61,Baby Food,Baby Care,Karnik PLC,1330.87,30.0,365,931.61
4976389251,4452,1,169.88,Baby Wipes,Baby Care,Morar-Mistry,242.69,30.0,365,169.88
2218319201,378287,1,332.84,Lemonade,Cold Drinks & Juices,Ramesh-Jain,475.49,30.0,180,332.84
6729422433,552496,2,508.0,Dish Soap,Household Care,Dhar PLC,677.33,25.0,365,1016.0
1354097448,15314,2,578.85,Cheese,Dairy & Breakfast,Banik-Ratta,723.56,20.0,7,1157.7
8952275304,757274,3,98.32,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",151.26,35.0,365,294.96
436603801,557908,2,942.37,Vitamins,Pharmacy,Sundaram Inc,1177.96,20.0,365,1884.74
5273875984,859361,1,432.39,Shampoo,Personal Care,Mitter Group,665.22,35.0,365,432.39
9290203003,714999,1,882.51,Bread,Dairy & Breakfast,Kala Group,1103.14,20.0,7,882.51
6240982373,70969,3,631.7,Carrots,Fruits & Vegetables,Mohan Group,842.27,25.0,3,1895.1000000000001
2718348206,243235,2,109.03,Cat Food,Pet Care,Batta Inc,167.74,35.0,365,218.06
4903544026,470449,3,827.77,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,1379.62,40.0,180,2483.31
2827266949,937542,3,97.04,Wheat Flour,Grocery & Staples,Khurana and Sons,114.16,15.0,365,291.12
4278423074,880510,2,951.43,Bread,Dairy & Breakfast,Roy-Char,1189.29,20.0,7,1902.86
645916247,812607,1,416.65,Potatoes,Fruits & Vegetables,Rege Group,555.53,25.0,3,416.65
5816647866,432617,2,863.18,Baby Wipes,Baby Care,Dora-Pillai,1233.11,30.0,365,1726.36
7282397914,600767,1,722.42,Toothpaste,Personal Care,Balan Group,1111.42,35.0,365,722.42
3260611473,712307,1,264.89,Orange Juice,Cold Drinks & Juices,Chana LLC,378.41,30.0,180,264.89
